AADFYear,CP,ONS GOR Name,ONS LA Name,Road,RCat,S Ref E,S Ref N,A-Junction,B-Junction,LenNet,LenNet_miles,FdPC,Fd2WMV,FdCar,FdBUS,FdLGV,FdHGVR2,FdHGVR3,FdHGVR4,FdHGVA3,FdHGVA5,FdHGVA6,FdHGV,FdAll_MV
2013,503,Wales,Swansea,M4,TM,263100,199260,47,46,2.9,1.8,0,316,49261,210,9441,1229,238,278,164,1097,803,3809,63037
2013,20911,Scotland,Dumfries,A762,PR,263124,578900,A712,A713,5.7,3.5,2,1,322,4,94,12,0,0,0,1,5,18,439
2013,951024,Wales,Ceredigion,B4575,BR,263159,274969,6,3,321,1,103,8,5,1,1,0,1,16,444,,,,
2013,940487,Scotland,South Lanarkshire,B783,BU,263170,655068,71,41,12273,46,1862,405,40,48,35,89,57,674,14896,,,,
2013,931874,Scotland,Glasgow City,U,UU,263210,665170,10,8,5302,169,613,168,14,3,1,2,2,190,6282,,,,
2013,74351,Scotland,South Lanarkshire,A71,PR,263230,638000,LA boundary,B745,2.4,1.5,1,13,2662,5,1228,264,57,107,17,74,130,649,4557
2013,82013,Scotland,Glasgow City,M74,TM,263239,662315,A74,A724,0.7,0.4,0,223,49541,263,8675,1623,340,302,264,1361,2476,6366,65068
2013,951056,Wales,Swansea,U,UR,263291,193985,0,10,1351,50,202,11,5,0,1,0,0,17,1630,,,,
2013,10840,Scotland,Stirling,A81,PR,263300,706300,A873,A84,8.2,5.1,13,28,1464,59,282,51,5,8,7,4,3,78,1911
2009,931643,South West,Devon,C459,UR,263370,136910,15,9,1487,29,297,31,4,2,0,0,0,37,1859,,,,
2013,951144,Wales,Gwynedd,B4410,BR,263415,341884,0,5,293,0,83,1,0,0,1,0,0,2,383,,,,
2013,50972,Scotland,South Lanarkshire,A749,PU,263430,658750,B759 Greenlees Road,Cathkin By-pass,0.6,0.4,21,44,15639,296,1972,164,48,22,10,5,10,259,18210
2013,63,Scotland,South Lanarkshire,M74,TM,263553,662467,A74,A724,0.1,0.1,0,216,49442,231,7967,1619,296,276,351,2246,2423,7211,65067
2013,10883,Scotland,Dumfries,A712,PR,263700,578000,A762,A713,1.2,0.7,11,7,935,34,250,33,9,2,2,14,39,99,1325
2013,30811,Scotland,Glasgow City,M8,TM,263700,666500,12,11,2,1.2,0,212,68734,894,9832,2594,410,331,163,998,962,5458,85130
2013,74275,Scotland,Highland,A9,TR,263750,848940,C-road to Drumsmittal,B9161,1.9,1.2,0,345,23182,344,3908,818,180,152,33,177,308,1668,29447
2013,78413,Wales,Carmarthenshire,A474,PU,263750,212570,A483,Maesycoed,1.7,1.1,18,144,5714,121,1214,96,36,25,2,6,13,178,7371
2013,73311,Wales,Gwynedd,A5,TR,263820,363230,B4409,LA Boundary,6.2,3.9,20,31,1604,18,426,39,2,4,2,11,8,66,2145
2009,952318,Wales,Swansea,U,UU,263895,192600,28,16,2039,5,264,11,1,0,0,0,0,12,2336,,,,
2013,82025,Scotland,South Lanarkshire,M74,TM,263932,662490,A74,M74,0.5,0.3,0,24,5223,52,869,186,43,34,30,188,347,828,6996
2013,82024,Scotland,South Lanarkshire,M74,TM,263956,662403,A74,M74,0.4,0.2,0,24,5270,52,877,187,43,35,31,189,350,835,7058
2013,10522,Wales,Swansea,A48,PR,264000,198990,M4 jn47,M4 jn46,3,1.9,17,51,6704,43,854,71,12,26,1,16,12,138,7790
2013,30562,Wales,Gwynedd,A487,TR,264000,340000,A4085,A496W,6.2,3.9,8,139,5129,53,1252,177,50,62,8,22,53,372,6945
2013,30918,Scotland,East Dunbartonshire,A803,PR,264000,673500,A807,"Adamslie Crescent, Kirkintilloch",2.1,1.3,97,67,14828,122,1776,411,79,60,26,45,51,672,17465
2013,58309,South West,Devon,A399,PR,264000,144123,A39 Blackmoor Gate,A3123 Long Lane,4,2.5,5,15,3059,63,469,75,8,2,5,0,2,92,3698
2009,967417,Wales,Swansea,U,UU,264027,196867,13,64,8427,70,1041,64,13,2,1,5,1,86,9688,,,,
2013,20877,Scotland,Dumfries,A702,PR,264028,581151,A713,B7075,2.7,1.7,1,0,131,14,48,9,2,1,0,0,2,14,207
2013,82011,Scotland,South Lanarkshire,M74,TM,264081,662392,A74,A74,0.9,0.6,0,182,39549,392,6578,1406,325,261,229,1420,2624,6265,52966
2013,979064,Scotland,Highland,B9176,BR,264107,873129,11,34,1280,5,213,47,7,19,2,12,18,105,1637,,,,
2013,10884,Scotland,Dumfries,A713,PR,264125,578300,A712,A712,0.1,0.1,10,21,1783,42,379,63,13,11,2,45,67,201,2426
2013,951162,Scotland,South Lanarkshire,U,UU,264130,659390,3,1,773,0,88,2,0,0,0,0,0,2,864,,,,
2013,20954,Scotland,Highland,A889,TR,264140,790000,A9,A86,13.9,8.6,1,0,390,5,73,13,4,2,1,2,11,33,501
2013,951070,Wales,Swansea,U,UU,264146,196140,10,6,956,3,259,10,4,0,0,0,0,14,1238,,,,
2013,74413,Scotland,South Lanarkshire,A763,PU,264170,661000,A724,LA boundary,1,0.6,35,39,12618,82,2964,513,135,198,15,75,83,1019,16722
2013,82023,Scotland,South Lanarkshire,M74,TM,264214,662382,M74,A74,0.4,0.2,0,19,4138,41,688,147,34,27,24,149,275,656,5542
2013,80582,Scotland,South Lanarkshire,A749,PR,264240,657000,A749 spur to A725,B759 Greenlees Rd,2.8,1.7,44,68,22190,275,2767,214,71,119,15,8,129,556,25856
2013,951013,Wales,Carmarthenshire,U,UR,264240,211281,7,7,558,2,98,16,0,0,0,0,0,16,681,,,,
2009,931825,Wales,Ceredigion,U,UR,264270,284130,14,10,1430,1,236,24,0,0,1,3,0,28,1705,,,,
2013,82022,Scotland,South Lanarkshire,M74,TM,264276,662296,M74,A74,0.5,0.3,0,18,3959,39,658,141,32,26,23,142,263,627,5301
2013,20907,Scotland,South Lanarkshire,A725,TU,264300,655000,A726,A749,2,1.2,16,94,24156,283,4222,669,177,212,45,148,221,1472,30227
2013,80505,Scotland,Glasgow City,M80,TM,264300,668810,2,LA Boundary,1.2,0.7,0,226,42966,1127,7079,1213,291,448,74,767,756,3549,54947
2013,80581,Scotland,South Lanarkshire,A749,PU,264390,656000,A725 Hamilton Rd/ B783 East Mains Rd,A749 spur to A725,0.5,0.3,35,36,15567,280,1884,245,32,85,11,19,8,400,18167
2013,50725,Scotland,Highland,A9,TR,264400,868240,B9176,B817,3.8,2.4,6,55,8245,112,1854,302,89,83,31,116,213,834,11100
2013,80237,Scotland,Glasgow City,A74,PU,264450,662400,A763,Fullarton Road roundabout,0.7,0.4,16,34,4710,61,1291,259,47,44,6,11,11,378,6474
2011,80237,Scotland,Glasgow City,A74,PU,264450,662400,A763,Fullarton Rd roundabout,0.7,0.43,17,32,4827,54,1228,254,40,34,11,13,11,363,6504
2009,931799,Wales,Swansea,U,UU,264467,193988,6,31,7607,56,1295,63,1,0,1,0,0,65,9054,,,,
2008,946960,South West,Devon,C,CR,264473,114627,0,0,63,6,16,1,2,0,0,0,0,3,88,,,,
2013,78566,Scotland,South Lanarkshire,A726,PU,264500,653490,High Common Road slip roads,A725,0.7,0.4,1,39,6246,105,1173,211,27,35,12,20,26,331,7894
2011,78566,Scotland,South Lanarkshire,A726,PU,264500,653490,High Common Rd slip roads,A725,0.7,0.43,1,42,6546,117,1042,209,23,28,22,22,25,329,8076
2013,40885,Scotland,Dumfries,A712,PR,264600,578320,A713,B7075,0.9,0.6,0,11,681,30,248,26,8,4,3,8,12,61,1031
2013,80587,Scotland,Glasgow City,M74,TM,264600,662300,2,1,0.99,0.6,0,30,21304,233,5522,1124,336,203,70,273,628,2634,29723
2013,74293,Scotland,South Lanarkshire,A725,TR,264650,655880,A749,A749,0.7,0.4,19,124,28194,818,4815,1118,252,221,54,317,525,2487,36438
2013,80580,Scotland,South Lanarkshire,A749,PR,264650,656120,A749 Kingsway,A725 Hamilton Rd,0.6,0.4,0,56,16445,54,2635,378,86,109,0,63,197,833,20023
2013,82010,Scotland,South Lanarkshire,M74,TM,264707,662311,A763,A74,0.6,0.4,0,219,47717,473,7936,1697,392,315,277,1713,3166,7560,63905
2013,80280,Scotland,Glasgow City,A763,PU,264750,662000,LA Boundary,M74,1.2,0.7,35,39,12618,82,2964,513,135,198,15,75,83,1019,16722
2013,40913,Scotland,Dumfries,A762,PR,264800,573800,B795,A712,14.6,9.1,6,12,243,4,64,8,0,0,0,0,11,19,342
2013,77114,Scotland,Glasgow City,A763,PU,264810,662400,M74,A74,0.1,0.1,35,39,12618,82,2964,513,135,198,15,75,83,1019,16722
2009,931719,Wales,Carmarthenshire,U,UR,264839,242523,0,0,379,8,95,8,1,0,0,0,0,9,491,,,,
2013,78612,Scotland,East Dunbartonshire,A803,PU,264880,674000,Adamslie Crescent,A8006,1.2,0.7,42,67,14588,165,2287,390,98,98,17,43,45,691,17798
2013,80215,Scotland,Glasgow City,A80,PU,264900,667800,M8,LA Boundary,2.2,1.4,38,25,9803,97,1355,239,31,9,3,15,12,309,11589
2013,967613,Scotland,East Dunbartonshire,U,UU,264970,673980,16,1,2212,28,183,20,3,1,2,0,0,26,2450,,,,
2013,82020,Scotland,South Lanarkshire,M74,TM,264985,662383,M74,A763,0.4,0.2,0,20,4314,43,717,153,35,28,25,155,286,682,5776
2013,82021,Scotland,South Lanarkshire,M74,TM,264987,662324,M74,A763,0.3,0.2,0,21,4606,46,766,164,38,30,27,165,306,730,6169
2013,28749,South West,Devon,A3121,PR,265000,53525,A379,A38,10.1,6.3,12,16,1813,18,316,54,13,6,3,6,1,83,2246
2013,30752,Scotland,East Ayrshire,A76,TR,265000,613040,LA Boundary,B741,5.8,3.6,0,19,1477,23,647,138,43,26,10,72,208,497,2663
2013,30886,Scotland,Dumfries,A713,PR,265000,575500,B795,A712,17.9,11.1,2,38,1163,31,249,39,8,13,5,27,60,152,1633
2013,30959,Scotland,East Dunbartonshire,A891,PR,265000,676800,B822 Crosshill Street,B757 Birdston Road,3,1.9,23,17,4477,94,583,119,10,19,8,12,8,176,5347
2013,38207,South West,Devon,A377,PR,265000,118075,B3226 Fortescue Cross,B3227 Nr Umberleigh,11.8,7.3,0,15,1268,12,354,14,18,6,1,4,15,58,1707
2013,50513,Wales,Carmarthenshire,A40,TR,265000,224640,A483,A4069,9,5.6,7,114,5286,95,1429,173,65,58,16,46,84,442,7366
2013,50583,Wales,Swansea,A4118,PU,265000,193100,A4216,A483,3.9,2.4,131,37,9592,305,1481,115,13,17,2,0,0,147,11562
2013,50584,Wales,Swansea,A4067,PU,265000,192400,A4216,A483,4,2.5,374,177,27193,188,2425,199,42,83,10,8,12,354,30337
2013,50596,Wales,Swansea,A483,PU,265000,194700,A4118 Dyfatty St,A4216 Station Rd,2.8,1.7,44,146,21932,602,3202,189,45,72,6,12,3,327,26209
2013,70037,South West,Devon,A3072,PR,265000,100530,A3124 Culm Cross,A3124 The Barton,2.6,1.6,4,26,1860,25,651,128,166,27,5,16,161,503,3065
2013,80013,Scotland,Highland,A9,TR,265000,848400,A82,"Millbank, Charlestown",3.7,2.3,36,157,20878,267,4394,542,213,140,44,169,275,1383,27079
2013,80278,Scotland,Glasgow City,A8,PU,265000,665350,A80,B765 Stepps Road,2.8,1.7,55,35,6230,269,895,150,31,8,4,16,3,212,7641
2013,80299,Scotland,Dumfries,A755,PR,265000,551400,A75,B727,9.1,5.7,3,13,1041,12,195,38,7,2,3,6,1,57,1318
2011,80506,Scotland,North Lanarkshire,M80,TM,265000,669000,LA Boundary,3,1.6,0.99,0,226,43341,1020,6396,1254,259,364,127,801,689,3494,54477
2013,981036,Scotland,South Lanarkshire,U,UU,265048,653885,0,0,1246,4,89,12,1,1,0,0,0,14,1353,,,,
2012,81036,Scotland,South Lanarkshire,U,UU,265048,653885,7,3,1030,6,94,1,1,0,0,0,0,2,1136,,,,
2009,955564,South West,Devon,C467,CR,265074,101335,10,3,983,33,268,51,27,24,0,2,64,168,1455,,,,
2013,78600,Scotland,Highland,A862,PU,265100,846100,King Brude Road roundabout,Scorguie Rd,0.4,0.2,172,214,13793,112,2637,415,73,43,27,47,51,656,17412
2011,78600,Scotland,Highland,A862,PU,265100,846100,King Brude Rd roundabout,Scorguie Rd,0.4,0.24,184,202,13997,91,2525,430,66,34,43,46,43,662,17477
2013,900056,Scotland,South Lanarkshire,U,UU,265100,654050,6,10,8377,51,919,58,4,0,14,2,0,78,9435,,,,
2009,64483,South West,Devon,C481,CR,265100,133990,11,15,428,2,119,22,15,6,0,0,0,43,607,,,,
2013,80648,Scotland,South Lanarkshire,A724,PU,265200,660100,A763,HALLSIDE BOULEVARD,3,1.9,33,25,7345,527,1494,244,49,80,7,8,7,395,9786
2013,81066,South West,Devon,A379,PR,265210,51710,A3121,A381,12.2,7.6,14,80,5697,65,1335,164,33,6,4,4,25,236,7413
2013,930175,Scotland,Glasgow City,B765,BU,265220,665720,24,17,7889,42,1267,163,21,9,7,11,15,226,9441,,,,
2008,951034,Wales,Ceredigion,U,UR,265221,275932,0,2,23,0,23,6,2,0,2,0,0,10,58,,,,
2013,952021,Wales,Swansea,U,UU,265258,193094,12,24,1208,0,224,4,0,0,1,0,0,5,1461,,,,
2013,20504,Wales,Swansea,M4,TM,265300,199340,46,45,3.1,1.9,0,248,54830,242,9730,1299,298,229,156,1047,832,3861,68911
2013,80295,Scotland,Dumfries,A75,TR,265400,554370,A755,A762,7.5,4.7,0,51,3398,90,994,163,43,21,27,258,275,787,5320
2009,967418,Wales,Swansea,B4489,BU,265415,196000,19,72,8015,140,881,47,7,4,1,2,2,63,9171,,,,
2013,82058,Scotland,North Lanarkshire,M80,TM,265442,669148,Saughs Road/B765,A806,1.3,0.8,0,199,44317,236,7761,1452,304,271,236,1218,2215,5696,58209
2013,74286,Scotland,East Dunbartonshire,A8006,PU,265450,674020,A803,B757,1.1,0.7,9,16,11068,307,1665,312,66,267,17,25,45,732,13788
2013,78613,Scotland,East Dunbartonshire,A803,PU,265500,674320,A8006,Kelvinvale,0.6,0.4,10,41,5900,54,1325,233,105,119,24,37,44,562,7882
2013,78653,Scotland,Glasgow City,A74,PU,265500,662600,A763,B7058 Mount Vernon Avenue,1.7,1.1,107,21,4490,14,988,188,27,23,11,12,8,269,5782
2013,80330,Scotland,Highland,A862,PU,265500,845750,A82,King Brude Road roundabout,0.8,0.5,179,222,14368,117,2747,433,77,44,28,49,53,684,18138
2011,80330,Scotland,Highland,A862,PU,265500,845750,A82,King Brude Rd roundabout,0.8,0.49,192,210,14581,94,2631,447,68,36,45,49,46,691,18207
2008,946944,South West,Devon,C,CR,265548,93732,2,0,123,0,35,1,0,0,0,0,0,1,159,,,,
2008,951032,Wales,Ceredigion,C,CR,265693,284460,0,0,29,0,9,5,0,0,0,0,0,5,43,,,,
2013,40522,Wales,Swansea,A48,PU,265750,198860,M4 jn46,A4067,3.3,2.1,14,45,7525,232,982,88,41,14,3,7,3,156,8940
2013,930195,Scotland,South Lanarkshire,B743,BR,265810,636040,8,11,357,5,123,12,1,2,4,0,1,20,516,,,,
2009,931710,Wales,Carmarthenshire,C,CR,265810,219260,0,4,164,1,26,1,2,0,0,2,0,5,200,,,,
2013,930176,Scotland,East Dunbartonshire,B8048,BU,265870,673410,26,29,10069,244,986,181,38,10,30,14,14,287,11615,,,,
2004,990263,Wales,Carmarthenshire,C2162,CR,265873,226143,3,4,241,1,33,5,5,1,0,0,0,11,290,,,,
2013,588,Wales,Gwynedd,A496,PR,265900,340000,C-road Bryn Glas/Cilfor,A487,6.2,3.9,6,8,1519,12,106,50,24,17,2,5,5,103,1748
2013,50769,Scotland,South Lanarkshire,A71,PR,266000,641700,B745,B743 Muirkirk Road,8.2,5.1,1,58,3297,30,1008,209,57,88,18,77,141,590,4983
2013,73236,Wales,Carmarthenshire,A474,PR,266000,213110,LA Boundary,"Maesycoed, Ammanford",5.4,3.4,20,89,7611,134,1225,100,34,33,2,4,2,175,9234
2013,80212,Scotland,Glasgow City,A8,PU,266000,665240,B765 Stepps Road,A89,3.3,2.1,56,20,4846,206,754,120,27,13,11,19,10,200,6026
2013,80248,Scotland,East Dunbartonshire,A891,PR,266000,676420,B757 Birdston Road,A803,2.3,1.4,15,9,1849,24,474,80,43,24,2,4,8,161,2517
2013,80502,Scotland,North Lanarkshire,A80,PU,266000,668550,LA Boundary,Hornshill Farm Rd,1.7,1.1,19,39,6355,136,1375,267,91,25,6,20,23,432,8337
2013,99822,Wales,Swansea,A483,PU,266000,193550,A4067 / A4217,A4118,1.2,0.7,49,49,9159,52,1800,142,71,13,2,14,20,262,11322
2011,80586,Scotland,Glasgow City,M74,TM,266000,662200,3,2,3,1.86,0,101,32822,209,7895,1598,550,519,161,624,481,3933,44960
2013,73312,Wales,Gwynedd,A4086,PR,266140,355930,A498,LA Boundary,0.5,0.3,41,46,1601,67,283,16,2,4,0,1,0,23,2020
2013,506,Wales,Conwy,A5,TR,266150,360260,LA Boundary,A4086,8.4,5.2,20,31,1604,18,426,39,2,4,2,11,8,66,2145
2013,1000,Scotland,Glasgow City,M8,TM,266200,666110,11,10,1.8,1.1,0,420,95724,1255,18044,3200,642,745,315,1359,1877,8138,123581
2013,99820,Wales,Swansea,A4217,PU,266200,195300,A4217 merge,A4067,0.6,0.4,52,183,24518,68,2849,167,36,8,2,18,8,239,27857
2013,80381,Scotland,Highland,A82,TU,266260,845000,Blight Rd,A862,2.1,1.3,92,137,12551,313,1675,276,39,20,15,30,38,418,15094
2013,82060,Scotland,North Lanarkshire,M80,TM,266267,669661,M80,A806,0.4,0.2,0,32,7194,38,1260,236,49,44,38,198,360,925,9449
2013,941018,Scotland,Highland,U,UU,266270,844390,78,6,699,0,69,2,0,0,1,0,0,3,777,,,,
2013,82059,Scotland,North Lanarkshire,M80,TM,266300,669583,M80,A806,0.4,0.2,0,33,7328,39,1283,240,50,45,39,201,366,941,9624
2013,82009,Scotland,South Lanarkshire,M74,TM,266314,662205,A74,A763,2.6,1.6,0,239,54770,256,8826,1794,328,306,389,2488,2684,7989,72080
2013,99821,Wales,Swansea,A4217,PU,266330,194000,A483 / A4067,A4217 merge,1.7,1.1,32,127,19500,278,1803,175,77,18,11,12,11,304,22012
2013,981108,Scotland,Highland,B865,BU,266380,845740,109,100,10650,186,1696,258,37,5,9,5,1,315,12947,,,,
2012,81108,Scotland,Highland,B865,BU,266380,845740,38,65,8775,151,1002,62,16,3,1,1,1,83,10076,,,,
2013,82054,Scotland,North Lanarkshire,M80,TM,266399,669705,A806,A806,0.9,0.6,0,226,42966,1127,7079,1213,291,448,74,767,756,3549,54947
2013,10847,Scotland,Highland,A86,TR,266400,794700,A889,B9150 Perth Road,12,7.5,0,1,504,22,252,9,4,0,1,3,12,29,808
2013,20848,Scotland,Glasgow City,A89,PU,266400,663940,B765 Killin St,A8,3.6,2.2,41,13,8321,405,1073,161,23,9,2,11,21,227,10039
2013,951040,Wales,Swansea,B5444,BR,266446,194880,27,36,3359,159,490,27,2,0,0,0,0,29,4073,,,,
2013,80507,Scotland,North Lanarkshire,M80,TM,266450,669900,3,B757,0.5,0.3,0,24,7354,86,1108,123,28,48,8,9,16,232,8804
2013,80010,Scotland,Highland,A82,TU,266500,845750,A862,Henderson Rd,1.6,1,58,299,22094,192,6084,707,100,65,14,27,100,1013,29682
2013,82055,Scotland,North Lanarkshire,M80,TM,266523,669826,A806,M80,0.4,0.2,0,8,1788,10,313,59,12,11,10,49,89,230,2349
2009,990326,Wales,Swansea,C,CR,266530,201640,11,11,1251,7,197,22,2,2,0,0,0,26,1492,,,,
2013,951076,Wales,Swansea,U,UU,266559,193287,16,31,2910,83,454,11,1,0,0,0,0,12,3490,,,,
2013,73252,Wales,Ceredigion,A487,TR,266590,293700,B4353,LA Boundary,7.6,4.7,7,27,3351,60,839,76,29,19,6,8,35,173,4450
2013,10563,Wales,Gwynedd,A487,TR,266600,340800,A496W,A496E,0.2,0.1,4,22,4918,56,851,234,55,21,9,18,78,415,6262
2013,50599,Wales,Swansea,A4217,PU,266600,195090,A4217 merge,A48,3.7,2.3,28,117,18269,67,1986,153,73,9,1,23,23,282,20721
2013,82049,Scotland,North Lanarkshire,M80,TM,266601,669800,A806,M80,0.5,0.3,0,9,2036,11,357,67,14,12,11,56,102,262,2675
2013,78669,Scotland,North Lanarkshire,A80,PR,266750,668910,Hornshill Farm Rd,M80,0.5,0.3,18,38,6101,131,1320,256,88,24,5,19,22,414,8004
2009,931802,Wales,Swansea,U,UU,266750,198950,7,13,4053,66,462,17,1,1,0,0,0,19,4613,,,,
2013,80508,Scotland,North Lanarkshire,M80,TM,266770,669420,3,A80,1.1,0.7,0,246,33889,1370,6005,1130,291,451,82,560,935,3449,44959
2013,80328,Scotland,East Dunbartonshire,A803,PR,266900,675000,"Kelvinvale, Kirkintilloch",A891,2.7,1.7,9,37,5316,49,1194,210,95,107,21,34,40,507,7103
2013,967614,Scotland,East Dunbartonshire,C,CU,266910,674230,14,12,4462,183,578,70,6,1,4,0,0,81,5316,,,,
2013,952020,Wales,Swansea,U,UU,266972,198618,5,5,285,0,43,2,0,0,0,0,0,2,335,,,,
2013,78646,Scotland,South Lanarkshire,A725,TR,267000,656350,A749,B758,3.2,2,4,138,44957,934,8693,1667,310,349,91,579,701,3697,58419
2009,931796,Wales,Swansea,U,UU,267030,193237,26,69,4418,135,517,26,9,0,2,0,0,37,5176,,,,
2013,78601,Scotland,Highland,A82,TU,267090,846500,Henderson Rd,A9,0.5,0.3,56,287,21210,184,5840,679,96,63,14,26,96,974,28495
2008,947010,South West,Devon,U,UR,267102,106842,0,0,126,5,41,22,0,1,0,0,1,24,196,,,,
2013,70036,South West,Devon,A3124,PR,267160,98000,A382 Whiddon Down,A3072 The Barton,8.8,5.5,0,17,1598,26,594,109,66,34,3,19,163,394,2629
2013,50625,Wales,Swansea,A4067,PU,267180,197700,A4217,A48,2.9,1.8,26,198,27171,97,4757,348,112,54,10,18,31,573,32796
2009,931795,Wales,Swansea,U,UU,267210,196300,97,63,13858,93,1678,176,9,3,5,18,11,222,15914,,,,
2008,947016,South West,Devon,U,UR,267221,107747,2,0,20,0,3,1,0,0,0,0,0,1,24,,,,
2013,20896,Scotland,South Lanarkshire,A724,PR,267300,658670,HALLSIDE BOULEVARD,BLANTYRE FARM ROAD,2.2,1.4,55,47,6985,209,1024,129,26,71,4,3,3,236,8501
2013,50808,Scotland,Glasgow City,M8,TM,267300,665400,10,9,1.4,0.9,0,210,70524,837,12321,3327,544,654,317,1477,1225,7544,91436
2008,947014,South West,Devon,U,UR,267351,48908,0,0,4,1,6,4,0,0,0,0,0,4,15,,,,
2013,951026,Wales,Ceredigion,B4340,BR,267398,272157,0,8,749,9,135,25,5,8,0,0,1,39,940,,,,
2013,82050,Scotland,North Lanarkshire,M80,TM,267470,670498,A806,A80/M73,4.5,2.8,0,157,34904,185,6112,1144,240,213,186,959,1744,4486,45844
2013,10836,Scotland,Glasgow City,A74,PR,267500,662500,M74,B7058 Mount Vernon Avenue,1.6,1,43,39,7444,293,1308,334,103,274,15,48,52,826,9910
2008,951050,Wales,Swansea,C,CR,267586,206060,0,1,66,0,17,0,0,0,0,0,0,0,84,,,,
2013,20636,Wales,Swansea,A4067,PR,267590,199100,A48,M4 jn45,1.7,1.1,3,203,32951,96,5765,559,134,68,50,175,104,1090,40105
2013,74365,Scotland,East Dunbartonshire,A803,PR,267600,676590,A891,LA boundary,0.9,0.6,6,21,7047,84,1273,275,76,152,7,35,53,598,9023
2013,953808,Scotland,South Lanarkshire,C,CR,267610,653670,19,52,4606,3,648,42,53,34,25,6,12,172,5481,,,,
2013,74086,Wales,Swansea,A483,PU,267830,193080,LA Boundary,A4217 / A4067,3.5,2.2,29,205,27790,278,3251,306,70,202,36,140,149,903,32427
2013,951074,Wales,Swansea,U,UU,267848,193233,9,15,1077,9,197,8,1,0,0,0,0,9,1307,,,,
2013,951043,Wales,Swansea,B4603,BR,267875,199614,36,70,8046,85,1832,139,29,8,4,6,7,193,10226,,,,
2013,20592,Wales,Ceredigion,A485,PR,267900,260000,B4343 crossroads,B4575 Llanilar,19.5,12.1,5,25,1141,66,424,28,7,4,5,0,1,45,1701
2013,20884,Scotland,Dumfries,A712,PR,267900,579440,B7075,B794,14.1,8.8,2,24,442,2,124,31,6,1,0,10,12,60,652
2009,950869,South West,Devon,B3212,BR,267922,81558,5,15,1003,35,76,11,2,1,0,0,2,16,1145,,,,
2005,931826,Wales,Ceredigion,C,CR,267940,276140,0,0,10,0,4,0,0,0,0,0,0,0,14,,,,
2013,74430,Scotland,Glasgow City,M74,TM,267960,662215,LA Boundary,3,0.4,0.2,0,239,54770,256,8826,1794,328,306,389,2488,2684,7989,72080
2013,74416,Scotland,Glasgow City,A74,PR,267990,662330,LA Boundary,M74 jn3,0.5,0.3,74,40,16735,206,2639,387,98,101,57,98,97,838,20458
2013,20599,Wales,Gwynedd,A496,PR,268000,341270,A487,B4391,2.2,1.4,3,59,2633,70,488,96,28,19,1,3,18,165,3415
2013,50594,Wales,Swansea,A48,PU,268000,197670,A4067,A4217,1.3,0.8,51,54,7875,64,2212,210,50,74,4,29,26,393,10598
2013,80012,Scotland,Highland,A9,TU,268000,846050,B9006,A9,2.3,1.4,20,445,28877,218,5729,851,215,142,51,291,440,1990,37259
2013,80503,Scotland,North Lanarkshire,A80,TR,268000,669250,M80,A752,1.6,1,6,86,14739,274,2315,585,102,164,41,243,306,1441,18855
2009,72016,Wales,Ceredigion,B4343,BR,268090,260000,8,4,891,33,226,31,16,9,5,1,1,63,1217,,,,
2008,951054,Wales,Swansea,U,UR,268117,195197,6,3,23,0,13,0,0,0,0,0,0,0,39,,,,
2013,40637,Wales,Swansea,A4067,PR,268140,200000,M4 jn45,LA Boundary,4.8,3,8,135,17442,102,3082,303,106,99,14,74,120,716,21477
2013,50961,Scotland,North Lanarkshire,A803,PR,268200,676940,LA boundary,"Gavell Rd, Kilsyth",2.7,1.7,6,21,7047,84,1273,275,76,152,7,35,53,598,9023
2013,80300,Scotland,Dumfries,A755,PR,268200,551550,B727,A711,1,0.6,27,23,2632,47,418,56,19,1,4,10,21,111,3231
2013,10912,Scotland,Dumfries,A762,PR,268252,559200,A75,B795,8,5,4,1,226,0,61,10,15,0,0,0,1,26,314
2013,40808,Scotland,Glasgow City,M8,TM,268300,665100,9,M73,2,1.2,0,258,78260,1101,15745,3224,719,856,155,1626,1742,8322,103686
2013,967458,Scotland,Dumfries,U,UR,268370,551535,26,0,394,18,34,1,0,0,0,0,0,1,447,,,,
2013,10954,Scotland,Stirling,A873,PR,268400,699600,A84,B822,6.5,4,11,25,1599,40,300,15,22,6,14,2,3,62,2026
2013,74417,Scotland,North Lanarkshire,A74,PR,268400,662160,M74 / M73,LA boundary,0.5,0.3,74,40,16735,206,2639,387,98,101,57,98,97,838,20458
2013,74431,Scotland,North Lanarkshire,M74,TM,268400,662000,4,LA boundary,0.4,0.2,0,239,54770,256,8826,1794,328,306,389,2488,2684,7989,72080
2009,931677,Wales,Conwy,U,UR,268440,375280,57,19,3415,96,463,74,1,2,2,0,2,81,4074,,,,
2013,80649,Scotland,South Lanarkshire,A724,PU,268550,657870,BLANTYRE FARM ROAD,A725,1.8,1.1,27,34,9553,476,1498,293,59,109,1,1,5,468,12029
2013,30913,Scotland,Dumfries,A762,PR,268570,555100,A711,A75,3,1.9,10,11,343,41,81,32,12,4,3,2,1,54,530
2013,30747,Scotland,Dumfries,A75,TR,268600,557000,A762,A762,1.6,1,0,6,4392,44,1092,255,79,26,22,201,230,813,6347
2013,40564,Wales,Gwynedd,A487,TR,268660,340000,A470,A496E,3.3,2.1,3,63,3792,54,781,119,22,54,3,18,84,300,4990
