Road,S Ref E,S Ref N,Score
C,332035,160997,-0.355184844
C,336050,388330,-0.355184844
C,337232,399212,-0.355184844
C,352333,409484,-0.355184844
C,375620,199232,-0.355184844
C,378960,411400,-0.355184844
C,384315,395200,-0.355184844
C,384871,156233,-0.355184844
C,385674,217182,-0.355184844
C,393084,391000,-0.355184844
C,404607,282562,-0.355184844
C,409346,436065,-0.355184844
C,413053,434404,-0.355184844
C,413541,434584,-0.355184844
C,414000,414000,-0.355184844
C,416855,277942,-0.355184844
C,417268,436508,-0.355184844
C,420223,567433,-0.355184844
C,426042,560459,-0.355184844
C,427911,515802,-0.355184844
C,430590,334493,-0.355184844
C,430830,279710,-0.355184844
C,431322,296960,-0.355184844
C,432933,96106,-0.355184844
C,433270,409953,-0.355184844
C,434178,428877,-0.355184844
C,438093,338382,-0.355184844
C,449959,112827,-0.355184844
C,456760,262480,-0.355184844
C,467350,174530,-0.355184844
C,484810,242070,-0.355184844
C,489045,289859,-0.355184844
C,490350,98925,-0.355184844
C,490410,99190,-0.355184844
C,495100,100000,-0.355184844
C,495395,203153,-0.355184844
C,501195,159095,-0.355184844
C,504401,263001,-0.355184844
C,505532,484503,-0.355184844
C,509142,177575,-0.355184844
C,510477,177094,-0.355184844
C,521575,233638,-0.355184844
C,523315,184483,-0.355184844
C,524943,137051,-0.355184844
C,526900,107420,-0.355184844
C,529390,189550,-0.355184844
C,530101,172702,-0.355184844
C,530256,407939,-0.355184844
C,530500,197980,-0.355184844
C,530586,171136,-0.355184844
C,532602,188288,-0.355184844
C,533270,173050,-0.355184844
C,534075,168222,-0.355184844
C,534456,180157,-0.355184844
C,534888,157829,-0.355184844
C,535068,180631,-0.355184844
C,536842,184296,-0.355184844
C,537526,132376,-0.355184844
C,544000,175800,-0.355184844
C,548394,214885,-0.355184844
C,552071,185854,-0.355184844
C,560240,173906,-0.355184844
C,562058,319026,-0.355184844
C,571670,108390,-0.355184844
C,572180,204382,-0.355184844
C,573894,189874,-0.355184844
C,585159,187244,-0.355184844
C,630715,142843,-0.355184844
C127,506988,206668,-0.355184844
C156,414025,94050,-0.355184844
C2041,408640,277410,-0.355184844
C207,475731,424211,-0.355184844
C307,407180,90890,-0.355184844
C38,435176,353309,-0.355184844
C386,332100,447000,-0.355184844
C610,390930,350260,-0.355184844
U,352760,382320,-0.355184844
U54158,383424,254276,-0.355184844
A1101,549800,305420,-0.355132177
A4141,420000,274140,-0.355132177
A4421,459040,224500,-0.354979251
A4030,402160,287000,-0.354913244
A474,270000,212235,-0.354477821
A77,258000,662780,-0.354451194
A2,571000,169500,-0.35431918
A2,571810,169500,-0.35431918
A428,449500,275190,-0.354187166
A599,354342,397157,-0.354187166
A103,531000,185870,-0.354055152
A449,384540,258000,-0.354055152
A52,557060,367000,-0.353989145
A134,587500,245300,-0.353932524
A94,322350,740160,-0.353932524
A244,510000,172300,-0.353857131
A244,511040,165000,-0.353857131
A41,369490,325500,-0.353823465
A41,374300,321100,-0.353823465
A370,331740,161370,-0.353791124
A629,435540,396250,-0.353791124
A338,423190,143650,-0.353714406
A48,359769,200000,-0.353714406
A172,450000,504940,-0.353605346
A1152,630000,250160,-0.353387228
A596,303550,535970,-0.353263068
A47,554553,315090,-0.353212388
A2030,464610,100800,-0.353197061
A425,431443,265180,-0.353197061
A321,478600,180000,-0.353169109
A1,422700,509250,-0.353152234
A3005,513500,176000,-0.353131054
A775,275000,660400,-0.353131054
A527,387375,353162,-0.353065047
A670,394227,399150,-0.352933033
A34,383240,356060,-0.352801019
A465,289200,207000,-0.352786379
A666,370000,417041,-0.352623812
A673,372121,409500,-0.35253699
A68,332500,667610,-0.352520123
A24,527000,170700,-0.352470983
A24,527300,171200,-0.352470983
A6076,421045,558000,-0.352405694
A600,506000,248130,-0.352272962
A36,378745,157000,-0.352253868
A2,633000,142000,-0.352147366
A53,384300,345041,-0.351942927
A972,342700,732060,-0.351846068
A5103,382239,389320,-0.351806877
A570,344000,405500,-0.351668106
A27,425590,123520,-0.351642278
A27,432000,122000,-0.351642278
A15,497800,368000,-0.351612892
A3200,532000,180230,-0.351546885
A701,327000,671300,-0.351546885
A749,262000,660700,-0.351546885
A5019,370670,355000,-0.351480878
A457,397000,290980,-0.351282857
A1089,563760,180000,-0.351242098
A186,424600,564000,-0.35121685
A627,395000,393580,-0.35121685
A736,233620,640350,-0.351150843
M80,266770,669420,-0.351086811
M62,470000,422757,-0.351047841
A144,638500,277000,-0.350987922
A431,368000,169700,-0.350987922
A431,370000,167400,-0.350987922
A5193,489450,267700,-0.350886815
A5152,332665,349484,-0.350820807
A462,397120,302045,-0.350688793
A465,305000,208600,-0.350283578
A27,563000,105190,-0.350230327
A41,403860,289700,-0.350160737
A4136,370000,218347,-0.350115448
A363,385400,157700,-0.35009473
A113,540000,188272,-0.349962716
A1171,425820,577565,-0.349962716
A58,434930,438250,-0.349962716
A615,434422,359111,-0.349897329
A256,631800,141420,-0.349896709
A501,530854,182988,-0.349698688
A6055,433821,480491,-0.34967921
A38,368570,194000,-0.349570151
A38,370621,199199,-0.349570151
A73,277360,666000,-0.349500667
A454,404800,300000,-0.349368653
A46,396535,234065,-0.349325059
A46,400000,236700,-0.349325059
A5127,411900,296080,-0.349302646
A339,471000,138580,-0.349236639
A58,385800,410784,-0.349170632
A244,509412,171000,-0.349104625
A571,355250,403000,-0.349104625
A671,391920,407840,-0.349038618
A8,258486,664299,-0.348906603
A8,258610,664383,-0.348906603
A663,393842,411352,-0.348840596
A663,394240,410000,-0.348840596
A379,271280,45870,-0.348697676
A5082,370210,401000,-0.348576568
A436,400000,218522,-0.348370498
A978,392640,808000,-0.348246533
A593,337470,504200,-0.34804332
A3126,295000,113072,-0.347850491
A5,340000,317940,-0.347834028
A514,435930,335000,-0.347784484
A1044,443000,511560,-0.347718477
A48,261150,200000,-0.347716142
A72,328100,639630,-0.347716142
A5063,381400,396100,-0.34765247
A572,353500,395450,-0.34765247
A48,259100,203860,-0.347607083
A957,387440,785700,-0.347607083
A13,537000,181040,-0.347586463
A703,323525,655350,-0.347498024
A703,324300,647300,-0.347498024
M67,393000,395700,-0.347482062
A640,391000,413150,-0.347454449
A635,430000,408040,-0.347388964
A5048,336147,390000,-0.347322435
A5079,387020,395000,-0.347190421
A417,428800,194950,-0.347061786
A722,280000,655300,-0.347058406
A1136,525830,409350,-0.346992399
A287,483970,146700,-0.346992399
A567,334230,396000,-0.346860385
A472,339000,201040,-0.346843668
A213,533380,168000,-0.346794378
A49,356860,365000,-0.346734608
A167,435830,500000,-0.346625549
A948,396000,830000,-0.346625549
A182,442000,547080,-0.34640743
A107,535000,185740,-0.346398336
A6001,519965,244074,-0.346332329
A4169,365000,304765,-0.346298371
A4169,365630,305500,-0.346298371
A3036,530000,177110,-0.346134308
A4128,487300,200000,-0.346080252
A50,373000,381360,-0.346080252
A1306,550000,183146,-0.346002294
A1306,550420,183000,-0.346002294
A6211,459750,344380,-0.346002294
A288,463820,99540,-0.345804273
A530,369482,367794,-0.345753074
A530,369650,367000,-0.345753074
A811,240600,684000,-0.345753074
A317,504000,166470,-0.345474238
A134,593740,239000,-0.345425896
A264,540000,139180,-0.345408231
A420,451300,205650,-0.345276217
A421,495796,237614,-0.345224726
A29,510000,128900,-0.345207778
A2100,579000,113330,-0.345144202
A1057,516000,207260,-0.345078195
A1000,524640,197475,-0.345012188
A4058,303000,191170,-0.345012188
A32,470000,131800,-0.344989659
A301,531160,180000,-0.344880174
A301,531500,179550,-0.344880174
A404,521751,183373,-0.344880174
A85,304800,725200,-0.34477154
A77,253000,655100,-0.344662481
A6041,383190,399000,-0.344616146
A607,498250,360000,-0.344553422
A1302,584800,264500,-0.344550139
A199,334000,672840,-0.344550139
A1303,545000,259350,-0.344484132
A449,377200,241500,-0.344444362
A583,331000,436250,-0.344418125
A10,560507,291401,-0.344335303
A10,561250,293000,-0.344335303
A56,366200,387310,-0.344226244
A614,500000,455950,-0.344226244
A40,530590,181600,-0.344022083
A3062,375000,162260,-0.343956076
A49,357068,405125,-0.343956076
A49,357473,405142,-0.343956076
A4099,396900,285000,-0.343758055
A4099,397123,285938,-0.343758055
A4099,397450,286190,-0.343758055
A5089,337089,391000,-0.343758055
A6123,445220,391300,-0.343758055
A627,392250,404980,-0.343692048
A6123,442710,394230,-0.343626041
A61,443000,482280,-0.343462828
A4135,374610,199920,-0.34342802
A5,228200,380000,-0.343414189
A91,333800,713400,-0.343353769
A12,647500,280000,-0.34324471
A6140,392280,397640,-0.343031977
A43,491498,288857,-0.343026591
A1060,549580,220300,-0.342699413
A447,440500,310000,-0.342699413
A370,331650,160000,-0.342569928
A52,387879,345207,-0.342569928
A1000,526125,202000,-0.342503921
A1167,399400,654000,-0.342437914
A59,433000,456100,-0.342371907
A6,434720,346750,-0.342371907
A521,398000,342660,-0.342263176
A713,235000,620000,-0.342173886
A249,592000,171783,-0.342082912
A41,360000,333785,-0.342045057
A28,590000,137300,-0.341935998
A6021,449429,413206,-0.341935998
A41,379000,309765,-0.341717879
A665,384600,398860,-0.341579823
A63,466184,432000,-0.341390701
A1307,566000,246600,-0.341381801
A40,420240,212009,-0.341281642
A1121,530000,343470,-0.341063523
A680,387000,414000,-0.340985759
A143,614655,278445,-0.340954464
A143,619220,279000,-0.340954464
A60,457320,324000,-0.340954464
A623,424886,373688,-0.340954464
A170,443530,482000,-0.340845405
A56,380000,418427,-0.340736345
A142,540100,286775,-0.340627286
M20,615500,137000,-0.340623298
A343,435000,146640,-0.34052371
A423,440000,271040,-0.340518227
A191,424050,568030,-0.340457703
A669,387950,406040,-0.340391696
A669,389969,405670,-0.340391696
A153,523720,359400,-0.340300108
A265,560000,122000,-0.340191049
A52,494000,334260,-0.339863871
A80,266750,668910,-0.339863871
A605,520090,297000,-0.33986364
A329,459125,181000,-0.339754811
A595,298580,516000,-0.33965742
A4146,492930,223700,-0.339645752
A251,602130,150000,-0.339536693
A631,474000,390560,-0.339536693
A590,330000,479523,-0.33952686
A18,509652,411000,-0.339427633
A427,491743,289757,-0.339335583
A577,371403,401500,-0.339269576
M8,247000,665490,-0.339259339
A58,430023,434170,-0.339203569
A47,520206,302402,-0.339100851
A47,521400,302480,-0.339100851
A67,443400,510000,-0.339100455
A520,393660,344200,-0.339071555
M77,249220,648720,-0.339064487
M77,250800,652020,-0.339064487
A476,256500,213100,-0.339005548
A28,580000,113500,-0.338882337
A4535,382300,276000,-0.338873534
A20,558000,162600,-0.338773277
A199,335010,672980,-0.338675513
A1060,558440,212880,-0.338664218
A1156,620500,242180,-0.338543499
A4046,320000,202700,-0.338446099
A50,382970,355150,-0.338345478
A50,383400,354840,-0.338345478
A77,258652,664329,-0.338345478
A77,258677,664428,-0.338345478
A1307,546450,256000,-0.338279471
A3202,531500,179430,-0.338279471
A8,258127,664614,-0.338279471
A8,258307,664571,-0.338279471
A8,258397,664500,-0.338279471
A8,258416,664583,-0.338279471
A3052,325000,92490,-0.338227981
A737,231550,641000,-0.338213464
A631,439500,391470,-0.338207323
A49,357500,405190,-0.338147457
A4041,406880,295230,-0.337949436
A129,574000,193280,-0.337883429
A1018,439331,559000,-0.337817422
A3020,455000,81700,-0.337791743
A950,410000,846370,-0.337791743
M621,426500,429600,-0.337622588
A134,587100,248000,-0.337573625
A659,430000,445300,-0.337573625
A103,530000,187610,-0.337487386
A650,421100,429300,-0.337487386
A650,421370,428802,-0.337487386
A4146,499000,216400,-0.337464565
A164,503270,439200,-0.337421379
A400,530250,180330,-0.337421379
A36,378780,156800,-0.337343566
A1112,546450,194410,-0.337246447
A3095,487100,169000,-0.337223358
A99,336250,950900,-0.337137387
A340,460000,166900,-0.337028328
A3056,458750,83420,-0.336827316
A5067,383000,396700,-0.336827316
A156,482770,385000,-0.336810209
A386,254500,91750,-0.336810209
A671,376000,442720,-0.336810209
A454,390000,298700,-0.336761309
A389,205000,65860,-0.33670115
A690,426300,542020,-0.336695302
A304,525000,176960,-0.336497281
A574,364750,392220,-0.336497281
A6,428730,361000,-0.336497281
A804,258500,666400,-0.336365267
A1156,616970,244580,-0.33629926
A61,437430,480000,-0.336264913
A6001,518782,244998,-0.336233253
A520,391642,337179,-0.336155853
A61,443200,482110,-0.336155853
A428,518250,258150,-0.336118791
A428,520000,259030,-0.336118791
A400,529350,183600,-0.335969225
A404,525000,182070,-0.335969225
A448,384500,276000,-0.33583721
A3058,185000,59300,-0.335828675
A56,373300,386200,-0.335828675
A311,514110,169590,-0.335771203
A1136,526800,409500,-0.335573182
A41,336900,377100,-0.335573182
A538,391560,373500,-0.335573182
A548,298320,380074,-0.335573182
A504,530770,189360,-0.335441168
A504,531100,189510,-0.335441168
A1068,425630,582250,-0.335375161
A164,503600,439580,-0.335375161
A674,365000,425880,-0.335243147
A451,390000,283730,-0.33517714
A195,429890,561000,-0.334979119
A638,432770,420550,-0.334979119
A143,633425,290265,-0.334956201
A143,635910,292111,-0.334956201
A631,481600,389100,-0.334913112
B1029,604866,231983,-0.334793105
B1042,524447,248485,-0.334793105
B1050,539064,285353,-0.334793105
B1063,570079,260737,-0.334793105
B1111,597218,291106,-0.334793105
B1112,571808,290485,-0.334793105
B1123,640921,277292,-0.334793105
B1127,650857,278703,-0.334793105
B1140,638106,307746,-0.334793105
B1145,614395,323833,-0.334793105
B1147,602774,313839,-0.334793105
B1191,508758,357988,-0.334793105
B1191,514648,360528,-0.334793105
B1355,589181,333000,-0.334793105
B1363,458230,466740,-0.334793105
B1382,560597,283400,-0.334793105
B1443,507850,305250,-0.334793105
B1527,620761,294719,-0.334793105
B194,537985,206442,-0.334793105
B2036,529138,123175,-0.334793105
B2070,481831,128098,-0.334793105
B2110,528834,131540,-0.334793105
B2169,567577,135393,-0.334793105
B3051,456274,162582,-0.334793105
B3055,428477,99235,-0.334793105
B3226,269536,124856,-0.334793105
B3227,256839,122172,-0.334793105
B3230,256735,137380,-0.334793105
B3323,445781,83945,-0.334793105
B3401,439294,88123,-0.334793105
B4011,465863,211690,-0.334793105
B4019,417330,191280,-0.334793105
B4054,353795,177022,-0.334793105
B4055,358200,182100,-0.334793105
B4082,395710,250230,-0.334793105
B4098,423851,291952,-0.334793105
B4193,382418,271498,-0.334793105
B4197,375423,263868,-0.334793105
B4204,362135,267534,-0.334793105
B4204,382094,256510,-0.334793105
B4211,380910,229070,-0.334793105
B4221,365865,226137,-0.334793105
B4245,338831,189790,-0.334793105
B4293,350730,210900,-0.334793105
B4310,251839,217227,-0.334793105
B4375,365889,301825,-0.334793105
B4386,331038,304075,-0.334793105
B4413,223135,332327,-0.334793105
B4429,451550,273169,-0.334793105
B4436,256954,188873,-0.334793105
B4447,488110,183970,-0.334793105
B4540,508130,219460,-0.334793105
B5014,409057,317262,-0.334793105
B5016,416466,319174,-0.334793105
B5152,354401,374151,-0.334793105
B5246,345459,415897,-0.334793105
B526,478613,256416,-0.334793105
B526,483447,249305,-0.334793105
B5324,445958,321246,-0.334793105
B6014,446017,360996,-0.334793105
B6137,442405,429813,-0.334793105
B6274,418180,502620,-0.334793105
B6295,382814,558189,-0.334793105
B6301,416560,546780,-0.334793105
B6355,391151,658516,-0.334793105
B6387,469107,374256,-0.334793105
B660,522696,287733,-0.334793105
B661,514468,267058,-0.334793105
B7029,278270,658300,-0.334793105
B794,281930,564300,-0.334793105
B9152,281181,803654,-0.334793105
A15,509900,319580,-0.334738082
A49,359240,370000,-0.334738082
A633,442030,402300,-0.334715091
A192,425000,578950,-0.334629023
M58,345782,405000,-0.334543938
A969,447240,1141710,-0.334519963
A130,577480,183760,-0.334451063
A566,335000,396500,-0.334451063
A1130,445610,518140,-0.334385056
A315,520000,178500,-0.334385056
A503,529040,183800,-0.334385056
A44,414070,234850,-0.334192785
A6,366000,406740,-0.334187035
A329,470000,173520,-0.333989013
A18,480000,410060,-0.333974667
A36,376103,165510,-0.333790992
A533,360000,377660,-0.333756548
A4089,518040,185000,-0.333724985
A6141,524750,233000,-0.333658978
A90,397160,822800,-0.333562739
A547,286000,378260,-0.333460957
A1209,533545,182280,-0.333328943
A1209,534000,182520,-0.333328943
A1075,589294,285232,-0.333102192
A2210,537850,176000,-0.332998908
A6121,503850,308000,-0.332998908
A4067,280324,212000,-0.332993133
A357,369720,127130,-0.332884073
A6200,455962,339964,-0.33273488
A670,395515,400000,-0.33273488
A1,419600,564230,-0.332642088
A8,258510,664410,-0.332602866
A129,566850,194340,-0.332404845
A58,373419,410000,-0.332272831
A36,385000,145010,-0.332231462
A4048,317460,197000,-0.332074809
A46,405000,248070,-0.332018458
A46,407600,250710,-0.332018458
A46,408200,253000,-0.332018458
A4034,397559,286255,-0.332008802
A4034,397700,286000,-0.332008802
