Road,S Ref E,S Ref N,Score
A458,389500,284470,-0.399005943
A6,352050,493750,-0.399005943
A636,432850,420300,-0.398939936
A19,462000,432741,-0.398837032
A605,519000,297900,-0.398807922
A1174,502000,439700,-0.398755909
A31,432500,116500,-0.398755909
A329,459250,182000,-0.398755909
A329,460218,186518,-0.398755909
A624,406000,381400,-0.398755909
A58,361660,404350,-0.398741915
A3057,437960,116300,-0.39841188
A3057,438288,115752,-0.39841188
A643,412357,420000,-0.398345873
A643,413168,420544,-0.398345873
A444,429011,316175,-0.398213859
A4173,383209,214815,-0.398147852
A350,388300,130000,-0.398101553
A91,319400,709700,-0.398101553
A245,516800,157300,-0.398015838
A483,266000,193550,-0.398015838
A338,423440,150000,-0.397992494
A403,356000,187563,-0.397992494
A427,480001,287567,-0.397992494
A13,590000,186100,-0.397949831
A912,311500,722000,-0.397685803
A1304,563660,262900,-0.397355767
A443,380000,263400,-0.397229079
A676,374000,413940,-0.397120019
M77,246211,643753,-0.397110681
A438,352340,240000,-0.397025732
A1077,488000,413030,-0.396893718
A1025,544000,209100,-0.396827711
A9,281430,690000,-0.396827711
A600,506383,247980,-0.396761704
A356,344160,110400,-0.396683782
A585,332760,443000,-0.396642292
A57,346000,392730,-0.396563683
A57,350000,390590,-0.396497676
M41,523615,180795,-0.396409217
M41,523700,180400,-0.396409217
M41,523830,180006,-0.396409217
A547,282000,378000,-0.396356604
M27,428850,113440,-0.396350761
A23,531450,104720,-0.396167641
A5076,475982,264823,-0.396101634
A330,492043,171000,-0.395920367
A330,492270,171320,-0.395920367
A59,384690,449330,-0.395920367
A55,234500,377210,-0.395866502
A614,516500,466850,-0.395837606
A6177,378250,422510,-0.395771599
A47,529681,304681,-0.39576
A47,536970,303480,-0.39576
M6,384997,342075,-0.395688267
A313,516000,171110,-0.395639584
A6,434825,349540,-0.395593189
A40,500000,188100,-0.395309549
A675,364400,422290,-0.395266011
A675,368338,415005,-0.395266011
A12,637739,265000,-0.395156951
A18,468780,411000,-0.395156951
M65,355900,424740,-0.395064743
A191,421100,566000,-0.395045521
A6144,377000,392600,-0.394979514
M6,350125,530802,-0.394752981
A605,527000,297200,-0.394715486
A5038,334340,392000,-0.394583472
A4032,360050,174140,-0.394385451
A572,377700,401180,-0.39418743
A818,229900,683100,-0.39418743
A4304,464213,284245,-0.394175417
A4304,465000,284650,-0.394175417
A560,385300,388440,-0.394121423
A4400,407050,286470,-0.394055416
A4184,403940,245000,-0.393791387
A407,523000,184650,-0.393659373
A3057,438740,115000,-0.393593366
A6086,489770,289090,-0.393593366
A1013,562000,178350,-0.393461352
A59,335320,393190,-0.393395345
A1078,562250,320128,-0.393263331
A90,372000,770900,-0.393257199
A409,514980,192000,-0.393197324
A614,483730,440000,-0.393193883
A501,532750,181670,-0.39306531
A46,395070,222670,-0.392867289
A46,395150,222630,-0.392867289
A46,395398,222479,-0.392867289
A726,246700,670000,-0.392867289
A5,518000,193200,-0.392735275
A512,453000,319700,-0.392735275
A3074,152000,39903,-0.392669268
A429,428186,264830,-0.392669268
A671,392190,405300,-0.392471247
A262,575000,137500,-0.392430468
A4047,318000,211930,-0.392339233
A1001,521400,207000,-0.392273226
A2014,559850,144850,-0.392212349
A905,292310,680000,-0.392207219
A54,357000,367540,-0.39210329
A4034,397500,286530,-0.392075205
A4100,396000,286750,-0.392075205
A432,367630,181000,-0.392075205
A6181,416860,433015,-0.39194319
A1029,491670,409000,-0.391877183
A635,420000,408820,-0.391776112
A2031,513350,105000,-0.391613155
A726,269300,646600,-0.391557993
A52,556000,363330,-0.391349127
A1017,571270,242610,-0.391339875
A53,382611,343143,-0.391121756
A4501,476620,260370,-0.391085099
A3100,499310,149000,-0.391019092
A381,283530,65000,-0.391012697
A505,522393,232015,-0.390887078
A515,416086,330000,-0.390794578
A515,416660,331500,-0.390794578
A6121,506000,315000,-0.390794578
A45,408500,286100,-0.390755064
A5183,514660,204500,-0.390755064
A1024,621854,310674,-0.390689057
A308,487000,182560,-0.390689057
A4,384160,170000,-0.390689057
A90,344000,752400,-0.390594645
A569,353500,390000,-0.390576459
A6121,501500,306590,-0.390576459
A262,588000,136780,-0.3904674
A617,475250,355400,-0.3904674
A6007,443780,346000,-0.390359022
A1156,616720,244600,-0.390161001
A34,406930,291200,-0.390161001
A40,195930,217000,-0.390062135
A5201,531800,182115,-0.389962979
A19,433054,566994,-0.389822919
A624,404905,384435,-0.389813044
A970,445900,1143140,-0.389813044
A404,485750,180848,-0.389803759
A570,340000,410100,-0.389795879
A432,364000,176170,-0.389764958
A123,544400,184650,-0.389632944
A6069,397000,451410,-0.389594925
A272,475450,124500,-0.389582875
A165,502360,491500,-0.389485866
A165,515039,464794,-0.389485866
A96,323900,862300,-0.389369871
A6,351640,491850,-0.389302909
A401,530500,181700,-0.389236902
A537,376000,377930,-0.389104888
A227,564220,171470,-0.389103615
A1308,604860,259000,-0.388972874
A515,406000,372700,-0.388972874
M77,249338,647464,-0.388887958
A1014,569050,182740,-0.38884086
A680,375500,430000,-0.38884086
A274,585220,139000,-0.388722451
A6144,379750,391400,-0.388642839
A761,243980,664230,-0.388642839
A2214,531600,174470,-0.388510825
A570,351150,395580,-0.388444818
A6094,332880,667000,-0.388444818
A420,375000,172975,-0.388395273
A6118,507400,299830,-0.388395273
A6118,507600,299850,-0.388395273
A605,519400,297200,-0.388312804
A89,296000,668700,-0.388286213
A91,315000,706800,-0.388177154
A316,521500,178300,-0.387982768
A9013,393800,806000,-0.387850754
A85,312500,723000,-0.38771874
A4031,401100,293300,-0.387454712
A508,473800,287000,-0.387454712
A34,399380,307000,-0.387388705
A6,385500,396773,-0.387256691
A595,297900,520000,-0.387236261
A1122,560100,303270,-0.387086561
A51,365700,352400,-0.386992663
A1130,447600,517200,-0.386926656
A2050,615790,157000,-0.386926656
A85,185900,730010,-0.38686707
A811,239100,681730,-0.386794642
M11,541280,190100,-0.386744594
A5184,386150,396000,-0.386662628
A217,525440,150140,-0.386596621
A302,531775,179113,-0.386596621
A601,434800,336220,-0.386596621
A321,483000,161570,-0.386530614
A610,456800,340070,-0.386530614
A5047,336076,390548,-0.386464607
A614,470000,423760,-0.386432205
A458,365000,295700,-0.386323145
A35,399600,93180,-0.386266585
A1242,624420,308055,-0.386200578
A193,432000,567000,-0.386068564
A19,433060,566900,-0.38590374
A413,481780,215250,-0.385870543
A428,504891,250114,-0.385870543
A417,428600,195460,-0.385777849
M9,304400,677800,-0.385750852
A226,560000,174970,-0.385672522
A315,523018,178564,-0.385606515
A143,600000,274140,-0.38555973
A229,576100,155000,-0.385540508
A735,242540,639000,-0.385540508
A735,243100,638350,-0.385540508
A57M,385000,397480,-0.385365109
A5025,251830,380000,-0.385341612
A259,575650,108070,-0.385315863
A335,445496,119213,-0.385144466
A106,535000,184140,-0.385078459
A1169,542840,210000,-0.385078459
A4040,404000,287500,-0.385078459
A23,531240,177600,-0.385012452
A3022,288930,60700,-0.384946445
M77,247749,645501,-0.384893506
A110,538000,194540,-0.384880438
A1041,461710,432000,-0.384814431
A429,430820,275000,-0.38461641
A46,384764,200000,-0.38461641
A532,372000,355570,-0.384550403
A676,371328,408736,-0.384484396
A8,324400,673500,-0.384484396
A44,437940,224000,-0.384469137
A30,368000,118550,-0.384360078
A495,331968,331088,-0.384360078
A4048,317750,198230,-0.384251018
A698,372850,633750,-0.384251018
A4161,317140,176400,-0.384220367
A629,420000,408140,-0.3840329
A33,471250,172850,-0.384022346
A379,265210,51710,-0.38392384
A5039,334299,390414,-0.383890332
A680,377630,426000,-0.383890332
A40,394975,221560,-0.383758318
A23,531020,179530,-0.383164255
M898,245200,670600,-0.383100875
A6078,367910,427720,-0.383098248
A631,510000,389200,-0.382724188
A81,256690,677110,-0.382724188
A4148,402000,298920,-0.382702206
A1139,520140,296500,-0.382615128
A551,330600,391850,-0.382438177
A379,294100,73070,-0.38237217
A272,508660,125900,-0.38228795
A126,560153,178853,-0.382174149
A680,381500,417820,-0.381851713
A904,302400,680000,-0.381851713
A40,394600,221680,-0.381778107
A47,523500,303260,-0.381754966
A5128,489480,268000,-0.381646093
A5149,388000,385344,-0.381580086
A23,531400,104600,-0.381382065
A46,394988,222580,-0.381382065
A46,395020,222640,-0.381382065
A53,397833,355897,-0.381184044
A168,438420,468500,-0.381088298
A430,383220,219000,-0.380920016
A58,406700,423880,-0.380920016
A914,334200,710000,-0.380870179
A157,533800,384941,-0.380433942
A7,340450,555840,-0.380391959
A719,233600,622000,-0.380391959
A4086,255000,362990,-0.380324882
A11,533850,181240,-0.380259945
A6096,440040,335640,-0.380259945
A923,337300,732750,-0.380193938
A43,502630,306000,-0.380106764
A43,503000,306500,-0.380106764
A191,420050,565200,-0.379995917
A1006,537320,187000,-0.379797896
A531,374183,351000,-0.379779586
A151,525000,323500,-0.379731889
A40,196000,215850,-0.379624923
A5,418610,302750,-0.379518421
A5,418650,302800,-0.379518421
A329,481114,168809,-0.379467861
A56,386200,438000,-0.379401854
A92,370000,756400,-0.379234289
A6,509304,221437,-0.379203833
A428,539300,259550,-0.379145663
A5039,334487,390527,-0.379137826
A6121,503000,307330,-0.379071819
A1086,441850,542830,-0.37901617
A137,615780,244100,-0.379005812
A532,368000,355750,-0.378873798
A47,463760,304250,-0.37880779
A47,464500,304150,-0.37880779
A165,512400,450000,-0.378579933
A41,415000,280372,-0.378543762
A57,394000,395230,-0.378543762
A603,544000,257490,-0.378477755
A47,498585,301076,-0.378470874
A6136,424102,498000,-0.378470874
A1006,536000,189200,-0.378411748
A39,354830,146110,-0.378411748
M54,371117,309348,-0.378327019
A296,556000,173400,-0.378279734
A134,567320,302736,-0.378252755
A1,532040,182175,-0.378213727
A1,532100,182000,-0.378213727
A1071,615400,244600,-0.378081713
A124,540000,182000,-0.378081713
A457,394600,292510,-0.377751678
A457,394800,292440,-0.377751678
A457,403590,287749,-0.377751678
A457,404000,287620,-0.377751678
A18,511200,410712,-0.377707458
A18,511940,410000,-0.377707458
A49,355350,360150,-0.377707458
A49,355803,356848,-0.377707458
A253,628000,165430,-0.377598399
A538,388500,377620,-0.377421643
A1067,593854,330141,-0.37738028
A49,355550,354400,-0.37738028
A803,302650,678600,-0.37738028
A1202,533980,181190,-0.377223622
A659,449710,444000,-0.377162162
A621,435610,387250,-0.377157615
A358,310000,140000,-0.377053102
A4054,308600,194780,-0.376944043
A659,420000,445420,-0.376893586
A666,370610,415500,-0.376834984
A432,361300,175000,-0.376827579
A609,435000,347400,-0.376827579
A628,431080,405690,-0.376827579
A572,376000,400875,-0.376761572
A303,375415,129926,-0.376749365
A303,377000,129980,-0.376749365
A126,560300,177900,-0.376629558
A283,497650,121695,-0.376616865
A469,315120,199000,-0.376431537
A759,235000,634610,-0.376398746
A759,239200,636400,-0.376398746
A607,476250,319730,-0.376167509
A4,530400,180700,-0.376101502
A536,391940,373170,-0.375969488
A41,388000,300600,-0.375903481
M6Toll,407990,305860,-0.375832922
A512,448000,318260,-0.37570546
A5200,530320,183100,-0.37570546
A219,525540,170471,-0.375639453
A724,271200,655765,-0.375573446
A30,344000,109720,-0.375526272
A2038,527000,106500,-0.375441432
A58,428000,432300,-0.375441432
M6(T),407990,305860,-0.375423735
A634,462800,387000,-0.375417212
A2101,581710,109425,-0.375375425
A57,432000,387140,-0.375375425
A1,437000,472730,-0.375345794
A656,443000,432001,-0.375308153
A357,383260,110505,-0.375199094
A695,405000,561148,-0.375090034
A448,395500,270730,-0.375045389
A638,447592,412490,-0.374980975
A2215,534433,175912,-0.374847368
A148,579747,326943,-0.374762856
A158,530000,369850,-0.374762856
A361,445000,239680,-0.374715354
A1075,591832,300321,-0.374653797
A227,560000,149740,-0.374653797
A52,540000,347500,-0.374653797
A41,527750,182000,-0.37458334
A5120,503400,235100,-0.37458334
A6010,383350,400820,-0.37458334
A6010,384000,400429,-0.37458334
A6108,420003,502573,-0.374544738
A272,508400,125840,-0.374326619
A201,530800,182820,-0.374187298
A422,418000,255355,-0.374121291
A367,366650,152580,-0.3741085
A85,312340,723700,-0.374055284
A595,299790,522000,-0.37403356
A143,649026,302037,-0.373890382
M55,337900,434100,-0.373864925
A6078,368240,427440,-0.373791256
A482,258000,247757,-0.373781322
A482,258195,247485,-0.373781322
A6,504728,250270,-0.373725249
A6,505000,250123,-0.373725249
A1086,444250,540830,-0.373659242
A19,460000,430400,-0.373659242
A62,384586,398306,-0.373593235
A6075,460000,366260,-0.373563204
A43,498632,300207,-0.373345085
A528,349315,319760,-0.373345085
A4201,529100,181000,-0.373329207
A34,398331,308985,-0.373263199
A37,362200,148000,-0.373236026
A4174,365640,171700,-0.373197192
A104,533000,184820,-0.373131185
A104,533500,184780,-0.373131185
A523,400510,355387,-0.373126966
A400,528960,184400,-0.373065178
A158,543600,367700,-0.373017907
A220,550222,177022,-0.372999171
A90,394740,812500,-0.372968538
A90,396340,818200,-0.372968538
A6035,406265,441340,-0.372933164
A649,417000,424740,-0.372867157
A1(M),435900,475000,-0.372793243
A193,428000,565500,-0.372735143
A193,429550,566265,-0.372735143
A4124,399560,302500,-0.372735143
A576,380694,399515,-0.372735143
A627,392390,404700,-0.372735143
A671,383500,432480,-0.372735143
A268,592100,120540,-0.372690729
A436,420000,225653,-0.372690729
A55,334500,363820,-0.372649032
A672,394870,407000,-0.372471115
A921,328000,690800,-0.372471115
A281,525000,114000,-0.372254492
A212,532300,164900,-0.372207087
A4304,460000,283850,-0.372145432
A453,420975,303903,-0.37214108
A926,345170,750700,-0.372075073
A3005,513700,176770,-0.372009066
A724,268550,657870,-0.372009066
A6001,519300,244600,-0.371943059
A736,251030,660000,-0.371943059
A16,532000,385750,-0.371927314
A6071,333172,566892,-0.371927314
M74,266000,662200,-0.371877442
A12,654480,292000,-0.371811045
A680,378650,424000,-0.371811045
A420,365000,173840,-0.371613024
A570,335000,416100,-0.371613024
A58,360000,401676,-0.371547017
A74,261000,664000,-0.371547017
A159,489270,405500,-0.371491077
A518,409600,333880,-0.37148101
A60,457470,340250,-0.37148101
A286,485760,104000,-0.371348995
A429,415220,219990,-0.371272958
A292,600300,143360,-0.371084967
A400,529350,186670,-0.370952953
A5271,385970,350500,-0.370952953
A259,476000,105710,-0.370886946
A52,388250,345120,-0.370886946
A59,341370,409000,-0.370688925
A1018,440780,555500,-0.37035889
A6099,371000,410800,-0.37035889
A616,415000,411180,-0.37035889
M53,327000,389250,-0.37016275
A112,541080,181500,-0.370094862
A193,435880,571000,-0.370028855
A6063,354550,430000,-0.369830834
A627,393450,399300,-0.36969882
A370,331800,161170,-0.369566806
A4118,265000,193100,-0.369434791
A627,394670,395277,-0.369170763
A4000,519800,180240,-0.369104756
A4020,520000,180140,-0.369104756
A6102,433250,390490,-0.369104756
A4361,410680,174580,-0.369091771
A6003,486589,292001,-0.368655534
A5080,341950,390470,-0.3685767
A540,321300,388000,-0.368510693
A70,317900,667600,-0.368510693
A104,538000,188350,-0.368444686
A198,351500,683690,-0.368437415
A43,500000,303110,-0.368437415
A43,502228,305490,-0.368437415
A73,282700,654500,-0.368437415
A377,291300,93000,-0.368378679
A16,540000,367260,-0.368328356
A652,422000,426230,-0.367982637
A416,498430,206560,-0.367892119
A1114,423800,561930,-0.367850623
A463,391000,293600,-0.367850623
A5201,531300,182040,-0.367850623
A5201,531400,182060,-0.367850623
A250,592225,174645,-0.367718609
A259,560000,99440,-0.367718609
A4304,473000,287100,-0.367718609
A803,299000,676980,-0.367652601
A322,491420,164280,-0.367564941
A2219,526700,136500,-0.367520587
A427,492039,289927,-0.367455881
A5047,335840,390630,-0.36745458
A168,440000,488400,-0.367346822
A2037,520000,110160,-0.367346822
A6010,385332,395000,-0.367322566
A692,423500,560640,-0.367322566
A41,527910,182000,-0.367256559
A361,338520,131950,-0.367237763
A165,510600,429300,-0.367124545
A9013,394400,806330,-0.367058538
A340,459100,165000,-0.367019644
A543,306339,366205,-0.367019644
A4,529730,180540,-0.366992531
A723,271840,654000,-0.366926524
M42,395380,272720,-0.366869764
A6094,334480,668330,-0.366801525
A518,408332,332707,-0.36679451
A362,378980,147560,-0.366692466
A37,360000,136250,-0.366692466
A231,575880,167650,-0.366662496
M20,618150,137140,-0.366596972
A606,480000,313500,-0.366474347
A606,482430,312000,-0.366474347
A5147,337250,403300,-0.366464475
A533,365000,374110,-0.366200447
A4008,512050,194850,-0.36613444
A61,443000,482740,-0.36603811
A574,366869,398995,-0.366002426
A5067,383360,396700,-0.365936419
A3058,195000,52988,-0.365929051
A355,496569,197057,-0.365870412
A5186,380505,399600,-0.365870412
A20,536650,176840,-0.365738397
A143,630998,288070,-0.365710932
A143,633120,290000,-0.365710932
A171,501220,492000,-0.365710932
A10,533540,185000,-0.365606383
A1041,465000,421800,-0.365601873
A6135,443370,380000,-0.365601873
A323,489480,150540,-0.365342355
A1080,531830,190000,-0.365276348
A38,359000,175000,-0.365210341
A1139,520150,296300,-0.365165635
A421,458610,233505,-0.365165635
A421,460500,233300,-0.365165635
A167,425165,564080,-0.365144334
A425,429330,263000,-0.364947517
A36,382370,150000,-0.364927625
A374,240040,54726,-0.364838457
A459,395000,287470,-0.364814299
A459,395460,286900,-0.364814299
A577,369100,402140,-0.364814299
A1199,532343,184863,-0.364748292
A229,575760,151500,-0.364748292
A416,496280,202750,-0.364748292
A27,557600,104760,-0.364583402
M4,257364,206767,-0.364570519
A64,477400,472000,-0.364554867
A297,526060,166685,-0.364484264
A297,526240,168000,-0.364484264
A350,388670,133600,-0.36440222
A442,370300,305410,-0.364286243
A442,370600,305500,-0.364286243
A46,394880,222043,-0.364154229
A5010,387811,347571,-0.364154229
A2,627564,146001,-0.364128859
A6181,416540,433030,-0.364088222
A41,340700,370000,-0.364022215
A4256,456924,262718,-0.364022215
A5,376000,310900,-0.363965983
A25,553500,156680,-0.3638902
A170,461420,482000,-0.363747864
A284,502740,103800,-0.363692179
A14,455770,278790,-0.363649599
A226,572000,170570,-0.363638805
A226,572300,170310,-0.363638805
A438,318000,239040,-0.363638805
A565,337020,420000,-0.363494158
A47,409500,288780,-0.363428151
A5200,530560,182730,-0.363428151
A5200,530720,182400,-0.363428151
A261,613000,136000,-0.363420686
A29,508000,125710,-0.363420686
A2,622100,149540,-0.363330093
A643,410000,418530,-0.36323013
A1044,445900,513570,-0.363093508
A148,561870,318497,-0.363032109
A65,351687,492510,-0.363032109
A721,282900,653900,-0.362984449
A12,653380,290000,-0.362900095
A51,365430,353000,-0.362768081
A342,402100,160100,-0.36276633
A186,429500,566970,-0.362702074
A761,255000,664140,-0.362702074
A143,635102,291510,-0.362439152
A1(M),437000,472730,-0.36240767
A2217,530000,175070,-0.362372039
A688,415000,522870,-0.362330093
A4017,364800,175000,-0.362240025
A44,412000,236830,-0.362221033
A249,592177,171442,-0.361839062
A340,460000,161900,-0.361777975
A20,632230,141400,-0.361761593
A595,330000,548580,-0.361566677
A358,333600,115000,-0.361457618
A435,395260,223000,-0.361249919
A98,340000,862600,-0.361239499
A222,548000,173200,-0.361183912
A438,370000,238600,-0.360912321
A4233,302000,190390,-0.36078787
A6187,420000,382770,-0.360694203
A314,512000,172400,-0.360259814
A673,360000,414300,-0.360257965
C,475110,400000,-0.360237118
C2035,405377,271170,-0.360237118
C556,619700,327510,-0.360237118
C566,610224,265175,-0.360237118
C88,570522,331196,-0.360237118
U,155020,35117,-0.360237118
U,195830,236680,-0.360237118
U,262520,367220,-0.360237118
U,265221,275932,-0.360237118
U,273470,38946,-0.360237118
U,277360,199710,-0.360237118
U,280785,377678,-0.360237118
U,283182,102464,-0.360237118
U,283580,630290,-0.360237118
U,293290,668740,-0.360237118
U,294140,180459,-0.360237118
U,307720,143090,-0.360237118
U,313040,726580,-0.360237118
U,313973,539445,-0.360237118
U,317119,673492,-0.360237118
U,322780,473360,-0.360237118
U,326002,326857,-0.360237118
U,326150,327090,-0.360237118
U,326225,386479,-0.360237118
U,328450,339940,-0.360237118
U,330230,361670,-0.360237118
U,331056,104732,-0.360237118
U,333702,137799,-0.360237118
U,340222,223928,-0.360237118
U,340293,362331,-0.360237118
U,343882,187294,-0.360237118
U,344781,411677,-0.360237118
U,348140,401070,-0.360237118
U,351180,347910,-0.360237118
U,352229,400290,-0.360237118
U,353740,191615,-0.360237118
U,355630,378580,-0.360237118
U,356360,357440,-0.360237118
U,358798,434284,-0.360237118
U,360300,760220,-0.360237118
U,363129,353038,-0.360237118
U,365615,126535,-0.360237118
U,366498,381170,-0.360237118
U,368520,658440,-0.360237118
U,368962,387800,-0.360237118
U,369072,312279,-0.360237118
U,369865,190561,-0.360237118
U,369963,346045,-0.360237118
U,373297,334155,-0.360237118
U,374300,158350,-0.360237118
U,374737,197899,-0.360237118
U,375825,217380,-0.360237118
U,389913,361354,-0.360237118
U,390348,231787,-0.360237118
U,397308,383954,-0.360237118
U,397671,327179,-0.360237118
U,400010,502995,-0.360237118
U,400600,316324,-0.360237118
U,402710,439070,-0.360237118
U,403430,184857,-0.360237118
U,407180,251491,-0.360237118
U,407620,850140,-0.360237118
U,409325,108120,-0.360237118
U,409650,442030,-0.360237118
U,409858,257133,-0.360237118
U,413946,559579,-0.360237118
U,422080,341660,-0.360237118
U,423251,292941,-0.360237118
U,423384,277027,-0.360237118
U,424485,279092,-0.360237118
U,425615,347199,-0.360237118
U,425630,372460,-0.360237118
U,425880,301550,-0.360237118
U,429989,561834,-0.360237118
U,434140,412930,-0.360237118
U,434386,361639,-0.360237118
U,436134,138069,-0.360237118
U,437193,330223,-0.360237118
U,438170,516300,-0.360237118
U,439479,131896,-0.360237118
U,440537,546959,-0.360237118
U,441410,329480,-0.360237118
U,443260,358320,-0.360237118
U,444558,385039,-0.360237118
U,447560,240890,-0.360237118
U,447882,513707,-0.360237118
U,447979,163355,-0.360237118
U,448740,134110,-0.360237118
U,449530,432550,-0.360237118
U,451560,233560,-0.360237118
U,452597,288303,-0.360237118
U,453167,384342,-0.360237118
U,453239,397283,-0.360237118
U,454890,326230,-0.360237118
U,456340,510850,-0.360237118
U,456628,353384,-0.360237118
U,459655,447376,-0.360237118
U,459823,340153,-0.360237118
U,460623,357442,-0.360237118
U,461655,189373,-0.360237118
U,462010,457242,-0.360237118
U,464964,346716,-0.360237118
U,466347,485435,-0.360237118
U,466383,432228,-0.360237118
U,467790,414650,-0.360237118
U,469738,177610,-0.360237118
U,470623,237550,-0.360237118
U,471127,455717,-0.360237118
U,476000,348000,-0.360237118
U,476748,255191,-0.360237118
U,476980,231018,-0.360237118
U,478050,127880,-0.360237118
U,478550,382410,-0.360237118
U,483477,137395,-0.360237118
U,483527,142910,-0.360237118
U,484269,482696,-0.360237118
U,485870,93310,-0.360237118
U,487561,296950,-0.360237118
U,488627,199787,-0.360237118
U,489048,432598,-0.360237118
U,490189,139387,-0.360237118
U,492612,147686,-0.360237118
U,494355,427275,-0.360237118
U,499009,322801,-0.360237118
U,499370,290160,-0.360237118
U,501075,457955,-0.360237118
U,502350,200852,-0.360237118
U,505663,366148,-0.360237118
U,505810,265020,-0.360237118
U,506058,146700,-0.360237118
U,507405,204743,-0.360237118
U,507720,114477,-0.360237118
U,508368,460480,-0.360237118
U,508617,298541,-0.360237118
U,508723,148443,-0.360237118
U,516378,456755,-0.360237118
U,518753,281471,-0.360237118
U,519540,142430,-0.360237118
U,524000,121600,-0.360237118
U,524700,438700,-0.360237118
U,525920,384520,-0.360237118
U,530520,203090,-0.360237118
U,530965,267987,-0.360237118
U,541461,120923,-0.360237118
U,546387,205566,-0.360237118
U,547840,216696,-0.360237118
U,548308,192000,-0.360237118
U,550705,312842,-0.360237118
U,551844,120679,-0.360237118
U,552664,194852,-0.360237118
U,552798,233816,-0.360237118
U,557160,265110,-0.360237118
U,560730,226780,-0.360237118
U,563735,149790,-0.360237118
U,564337,219689,-0.360237118
U,567008,336938,-0.360237118
U,568254,212349,-0.360237118
U,574631,162289,-0.360237118
U,576047,131635,-0.360237118
U,576495,135478,-0.360237118
U,584832,130979,-0.360237118
U,587939,282854,-0.360237118
U,595545,199651,-0.360237118
U,596510,202631,-0.360237118
U,602368,336821,-0.360237118
U,605315,139711,-0.360237118
U,625032,329207,-0.360237118
U,628433,159208,-0.360237118
U,629537,328381,-0.360237118
U,632670,258528,-0.360237118
U,646047,322797,-0.360237118
U,649292,316072,-0.360237118
U32001,404260,268694,-0.360237118
U33126,604554,294985,-0.360237118
U64011,383490,259904,-0.360237118
U76323,646036,293878,-0.360237118
A354,391860,110170,-0.360148906
A37,362340,152000,-0.360148906
A638,471000,380423,-0.360127799
A167,436370,493000,-0.360061792
A4540,406050,288510,-0.360061792
A3027,322000,125550,-0.359995785
A3203,531000,179120,-0.359929778
A530,365000,352200,-0.359863771
A134,582790,290055,-0.359821728
A1137,533120,344700,-0.359731757
A736,252100,662400,-0.359599743
B1027,617375,216492,-0.359496516
B1027,618574,216313,-0.359496516
B1049,544847,266989,-0.359496516
B1380,455660,518700,-0.359496516
B1421,556799,185130,-0.359496516
B2015,569076,153228,-0.359496516
B2050,636552,165557,-0.359496516
B2122,515810,155670,-0.359496516
B2128,508938,133856,-0.359496516
B243,533602,166576,-0.359496516
B281,523190,170110,-0.359496516
B3001,490984,143605,-0.359496516
B3058,424390,95020,-0.359496516
B3090,377589,147701,-0.359496516
B3165,346280,119385,-0.359496516
B3335,447682,128471,-0.359496516
B3369,404909,88596,-0.359496516
B4042,394034,186465,-0.359496516
B4098,432710,280530,-0.359496516
B4142,410800,292153,-0.359496516
B4148,413646,293130,-0.359496516
B4373,371376,292989,-0.359496516
B4491,517546,179022,-0.359496516
B4495,451930,204216,-0.359496516
B4514,412134,282746,-0.359496516
B5093,386726,394023,-0.359496516
B5211,378775,395680,-0.359496516
B5257,355415,425923,-0.359496516
B5312,349640,405520,-0.359496516
B6026,448312,358982,-0.359496516
B6144,408897,435551,-0.359496516
B6377,389247,413761,-0.359496516
B6388,435432,385310,-0.359496516
A523,398000,356760,-0.359335715
A1201,531960,185000,-0.359203701
A4034,398970,289780,-0.359137694
A20,591000,152060,-0.359058313
A682,382060,428000,-0.359058313
A3102,401000,173700,-0.358840194
A390,211913,60000,-0.358840194
A361,447200,242300,-0.358731135
A6086,490000,288700,-0.358609638
M27,464180,105400,-0.358549615
A1010,533900,191210,-0.35834561
A1010,534050,192000,-0.35834561
A203,530440,177000,-0.358279602
A37,355000,114840,-0.358279602
A680,379030,422400,-0.358279602
A131,587400,241580,-0.358081581
A360,400800,161200,-0.358015574
A538,385400,380460,-0.357817553
A1(M),444770,432940,-0.357711754
A158,520000,374900,-0.357640541
A679,370700,428000,-0.357619532
A616,435000,398179,-0.357578976
A525,352036,341250,-0.357531482
A4,410000,168430,-0.357313363
A113,544000,193600,-0.35722349
A606,475530,318500,-0.357157483
A48,300000,174700,-0.357095245
A547,293250,378000,-0.357095245
A6,351740,491500,-0.356893455
M65,386000,439051,-0.356874601
A1301,545500,253470,-0.356827448
A162,448400,443000,-0.356768067
A429,426400,248000,-0.356768067
A3025,446119,110630,-0.356761441
A3025,446783,110370,-0.356761441
A577,361600,404430,-0.356761441
A46,510020,391770,-0.356659008
A21,580255,110065,-0.356629427
A551,330740,392000,-0.356629427
A420,364432,173922,-0.35656342
A420,364608,173896,-0.35656342
A21,573920,125000,-0.356407452
A635,455000,404900,-0.356365398
A203,530790,176000,-0.356299391
A30,410000,131190,-0.356299391
A1018,440460,556800,-0.35610137
M6,401685,295475,-0.356094489
A4218,212654,200998,-0.356004652
A438,349000,240840,-0.355771335
A46,410000,256680,-0.355768439
A4226,307925,170000,-0.355677474
A80,264900,667800,-0.355507307
A59,428500,456830,-0.3554413
A99,336200,950700,-0.355350296
A126,561300,178030,-0.355243279
A9,280560,690700,-0.355243279
C,266910,674230,-0.355184844
C,311995,175338,-0.355184844
C,314480,196860,-0.355184844
