Road,S Ref E,S Ref N,FdCar,Score
B4047,430130,210428,38,0.003858523
C,430136,334427,3,0.00030462
U,430143,428008,0,0
U,430148,277281,4,0.00040616
U,430256,432485,9,0.000913861
B4098,430281,284892,13,0.001320021
C,430299,360848,4,0.00040616
B4116,430392,298088,9,0.000913861
B4115,430429,270264,1,0.00010154
U,430537,148644,0,0
U,430661,335880,0,0
U,430662,560438,13,0.001320021
B6050,430760,373243,2,0.00020308
U,430799,277686,0,0
U,430891,433544,0,0
C,430932,171666,0,0
U,430934,335730,0,0
U,430937,266090,2,0.00020308
U,431064,428138,6,0.00060924
U,431074,386970,0,0
U,431144,275968,0,0
U,431164,227197,0,0
U,431217,389042,1,0.00010154
U,431304,579775,0,0
U,431350,421231,0,0
U,431467,419598,5,0.0005077
U,431573,435774,0,0
U,431577,555724,0,0
B4000,431602,176447,15,0.001523101
U,431690,227152,0,0
B6054,431732,377605,2,0.00020308
U,431875,309610,0,0
U,431875,279583,0,0
U,431901,409947,0,0
B4508,432024,193920,4,0.00040616
U,432024,404678,0,0
U,432138,391809,0,0
U,432164,553283,0,0
B4107,432397,280256,15,0.001523101
U,432427,85766,0,0
B6131,432429,409885,22,0.002233882
B6428,432515,409387,6,0.00060924
B1516,432520,564582,11,0.001116941
U,432569,434004,0,0
U,432769,561998,3,0.00030462
U,432898,423215,0,0
U,432919,268576,2,0.00020308
C,432936,304950,1,0.00010154
B4114,433206,293303,38,0.003858523
U,433214,285106,0,0
C,433310,507653,1,0.00010154
C,433315,332607,3,0.00030462
U,433382,573096,0,0
U,433403,569955,0,0
U,433531,336623,0,0
U,433535,378326,0,0
U,433538,572101,0,0
C,433551,565408,52,0.005280084
U,433711,369318,0,0
U,433725,286249,1,0.00010154
U,433739,280381,0,0
B4109,433770,279704,18,0.001827721
U,433825,333161,0,0
U,433841,277008,1,0.00010154
B4118,433868,282313,55,0.005584705
B6068,433928,382243,4,0.00040616
U,433941,156700,0,0
U,433959,333762,0,0
C,433998,291621,7,0.000710781
U,434011,407338,2,0.00020308
U,434019,378969,0,0
U,434038,279446,2,0.00020308
C,434083,330932,3,0.00030462
B4086,434120,250918,3,0.00030462
C,434178,428877,6,0.00060924
U,434319,332616,3,0.00030462
U,434362,409540,1,0.00010154
U,434385,209185,0,0
U,434389,381603,0,0
U,434390,339024,0,0
U,434460,380790,1,0.00010154
C,434518,378241,8,0.000812321
U,434526,330724,11,0.001116941
U,434566,409197,0,0
U,434591,334416,1,0.00010154
B1260,434655,549092,8,0.000812321
U,434720,347437,1,0.00010154
C,434727,176173,1,0.00010154
U,434804,386701,2,0.00020308
C,434823,110918,4,0.00040616
C,434836,113336,3,0.00030462
C,434850,300025,0,0
U,434923,157058,0,0
U,434964,568144,0,0
U,434992,285525,0,0
U,435015,571766,1,0.00010154
U,435016,386831,2,0.00020308
U,435159,338524,2,0.00020308
U,435176,397571,2,0.00020308
C,435233,332423,9,0.000913861
U,435251,556661,0,0
U,435295,335619,1,0.00010154
U,435414,555952,1,0.00010154
B6388,435432,385310,13,0.001320021
C,435473,140762,0,0
U,435589,547624,0,0
U,435597,568418,6,0.00060924
U,435603,291612,0,0
B6150,435725,371375,27,0.002741582
U,435761,433777,2,0.00020308
U,435821,561505,1,0.00010154
U,435843,570148,0,0
U,435922,492618,0,0
U,435977,565422,0,0
U,435980,216244,0,0
U,435991,381907,0,0
C,436046,363996,0,0
U,436050,570374,0,0
U,436052,428606,1,0.00010154
C,436056,437920,1,0.00010154
C,436075,282566,0,0
U,436128,436206,0,0
U,436134,138069,2,0.00020308
U,436151,276598,4,0.00040616
B4110,436217,276031,28,0.002843122
U,436241,146415,1,0.00010154
C,436257,407902,1,0.00010154
C,436265,460569,4,0.00040616
C,436434,274861,34,0.003452363
U,436477,553036,0,0
U,436537,555425,0,0
U,436632,554620,2,0.00020308
U,436640,565353,0,0
C,436805,367671,1,0.00010154
U,436821,332939,1,0.00010154
U,436859,562960,4,0.00040616
U,436871,569294,0,0
U,436879,561451,1,0.00010154
U,436940,279992,1,0.00010154
U,436952,334530,1,0.00010154
U,436971,145202,0,0
U,437101,553878,2,0.00020308
U,437113,331405,9,0.000913861
U,437130,393125,0,0
U,437158,336869,0,0
U,437222,281037,0,0
U,437273,390342,0,0
U,437392,116393,0,0
B6428,437456,411763,0,0
C,437560,281877,3,0.00030462
U,437585,557541,0,0
C,437601,143458,0,0
U,437634,369512,0,0
B6086,437725,395639,0,0
C,437738,239867,4,0.00040616
U,437806,552524,0,0
U,437938,278829,0,0
B1405,437944,554820,21,0.002132342
U,437947,293345,2,0.00020308
U,437971,552870,0,0
U,437975,113944,0,0
C,438010,337506,8,0.000812321
U,438044,405815,0,0
B6265,438132,469062,66,0.006701645
B3399,438163,86150,23,0.002335422
U,438346,338362,5,0.0005077
U,438359,115248,0,0
U,438452,281319,0,0
B4027,438488,278716,39,0.003960063
B6050,438554,373729,91,0.009240148
U,438595,110516,0,0
U,438875,384633,1,0.00010154
U,439006,388510,0,0
U,439018,383222,0,0
U,439054,114006,7,0.000710781
U,439307,339010,5,0.0005077
B6063,439384,384705,8,0.000812321
U,439402,555252,1,0.00010154
U,439416,203999,1,0.00010154
U,439479,131896,2,0.00020308
C,439518,126537,4,0.00040616
U,439573,116222,0,0
U,439640,384674,1,0.00010154
U,439860,327717,0,0
C,439866,441813,3,0.00030462
U,439890,559591,0,0
U,439999,353120,0,0
B4494,440048,187604,2,0.00020308
U,440206,555991,0,0
U,440305,558974,0,0
U,440410,554941,0,0
C,440416,559147,3,0.00030462
C,440492,554619,9,0.000913861
C,440530,242297,0,0
U,440576,353305,0,0
U,440647,424553,6,0.00060924
C,440736,233209,1,0.00010154
U,440835,113977,0,0
U,440874,331933,0,0
U,440927,393303,2,0.00020308
C,441029,150617,0,0
U,441046,260911,15,0.001523101
U,441083,113719,0,0
U,441210,115597,4,0.00040616
U,441271,107438,0,0
U,441306,433708,3,0.00030462
B6019,441484,355849,12,0.001218481
U,441537,329512,0,0
U,441628,161537,0,0
C,441686,162980,2,0.00020308
U,441714,119726,0,0
C,441754,448957,12,0.001218481
B6090,441762,398184,13,0.001320021
U,441807,404298,0,0
B6425,441809,368773,52,0.005280084
U,441842,521774,4,0.00040616
B6421,441861,424125,17,0.001726181
U,441862,434027,0,0
U,441899,521650,0,0
C,442062,490993,1,0.00010154
U,442101,106186,0,0
U,442143,121418,0,0
U,442270,513758,2,0.00020308
C,442350,106230,8,0.000812321
U,442461,352543,2,0.00020308
C,442501,335310,0,0
U,442550,495849,1,0.00010154
U,442631,443232,0,0
U,442704,122178,0,0
U,442795,104918,0,0
U,442806,426120,0,0
U,442904,549194,0,0
C,442932,381428,4,0.00040616
U,442946,426143,0,0
U,442948,380814,0,0
U,442967,111128,2,0.00020308
C,442999,397259,4,0.00040616
B6067,443098,387820,6,0.00060924
U,443234,381650,2,0.00020308
U,443240,424785,0,0
U,443500,433331,0,0
B6411,443685,406220,8,0.000812321
U,443721,352253,0,0
U,443778,111475,1,0.00010154
B6053,443782,381809,37,0.003756983
U,443783,541928,0,0
U,444029,522355,4,0.00040616
B6016,444190,351906,14,0.001421561
U,444227,397050,0,0
U,444340,541130,0,0
C,444351,344846,5,0.0005077
B1274,444352,522167,20,0.002030802
U,444454,501016,0,0
B4455,444488,281463,7,0.000710781
U,444608,519857,0,0
U,444768,390362,2,0.00020308
C,444820,113032,15,0.001523101
C,444940,261744,4,0.00040616
C,444980,110444,5,0.0005077
U,444984,521324,2,0.00020308
C,445004,113065,29,0.002944662
U,445010,521157,0,0
U,445024,521697,0,0
B5324,445061,320652,18,0.001827721
U,445103,112911,5,0.0005077
U,445144,347462,0,0
U,445306,127221,0,0
U,445348,408124,3,0.00030462
C,445359,112307,10,0.001015401
C,445359,400388,9,0.000913861
U,445361,118633,1,0.00010154
C,445364,390558,1,0.00010154
U,445402,537709,0,0
U,445604,532338,10,0.001015401
U,445616,240904,1,0.00010154
U,445623,524315,0,0
U,445637,440049,0,0
U,445730,523671,0,0
U,445765,422958,0,0
C,445904,153241,10,0.001015401
C,445954,498198,1,0.00010154
U,446006,425713,2,0.00020308
B6014,446017,360996,8,0.000812321
B3049,446134,131143,15,0.001523101
U,446275,127731,0,0
C,446401,523975,30,0.003046202
B3335,446460,121197,11,0.001116941
B582,446515,303620,20,0.002030802
C,446645,358470,42,0.004264683
C,446648,274854,24,0.002436962
U,446680,305790,13,0.001320021
U,446819,167775,3,0.00030462
C,446867,221247,0,0
U,446902,168678,3,0.00030462
U,446933,524249,0,0
U,446957,353311,0,0
U,446999,204458,1,0.00010154
U,447042,273549,4,0.00040616
U,447152,347300,0,0
U,447437,112648,0,0
U,447611,212756,0,0
B3053,447660,101500,4,0.00040616
B3335,447682,128471,13,0.001320021
U,447719,345982,2,0.00020308
C,447772,110278,2,0.00020308
U,447825,205728,0,0
U,447841,518600,0,0
C,447938,392967,9,0.000913861
B3335,447974,123803,30,0.003046202
U,447979,163355,2,0.00020308
C,447999,248921,0,0
C,448135,273600,5,0.0005077
U,448337,518327,0,0
B4100,448344,235506,22,0.002233882
B3342,448393,113842,59,0.005990865
C,448409,101541,0,0
U,448633,423206,0,0
U,448669,519649,1,0.00010154
B6540,448697,332922,15,0.001523101
U,448700,518718,0,0
C,448769,533696,4,0.00040616
U,448940,133655,2,0.00020308
U,448944,358864,2,0.00020308
U,449013,530305,0,0
B1272,449156,520078,10,0.001015401
U,449216,106093,0,0
U,449535,518071,0,0
U,449597,248428,0,0
U,449742,333300,2,0.00020308
C,449777,471925,3,0.00030462
U,449856,519924,0,0
U,449895,210195,0,0
U,450032,533478,0,0
U,450092,519760,0,0
U,450400,518405,2,0.00020308
U,450427,167235,0,0
C,450535,116726,0,0
U,450561,515050,0,0
U,450683,323454,0,0
U,450764,363999,1,0.00010154
C,450854,123569,0,0
U,450901,206701,0,0
C,450904,115485,0,0
U,450932,516797,4,0.00040616
U,450986,519832,10,0.001015401
U,451011,398538,2,0.00020308
U,451161,357218,44,0.004467764
U,451238,149276,1,0.00010154
U,451250,519190,2,0.00020308
C,451295,124009,0,0
U,451333,263538,0,0
U,451413,519726,0,0
C,451494,206660,4,0.00040616
U,451525,340162,38,0.003858523
C,451543,403072,3,0.00030462
B4429,451550,273169,8,0.000812321
U,451590,305583,2,0.00020308
U,451621,399061,2,0.00020308
U,451772,367573,0,0
C,451794,520118,64,0.006498565
U,451813,167673,3,0.00030462
U,451823,514641,0,0
U,451849,517841,0,0
U,451865,398823,0,0
B6060,451957,386745,21,0.002132342
C,451978,259491,0,0
B1365,452022,507895,13,0.001320021
U,452029,309680,0,0
U,452300,530541,4,0.00040616
U,452314,106536,0,0
U,452468,367073,1,0.00010154
C,452480,303568,3,0.00030462
U,452558,302376,0,0
U,452575,519499,0,0
U,452675,273692,0,0
U,452689,218404,1,0.00010154
U,452690,344175,0,0
U,452693,345435,2,0.00020308
U,452696,329449,0,0
U,452781,336327,2,0.00020308
C,452870,141256,0,0
C,452892,185868,2,0.00020308
U,452906,533620,0,0
B1380,452925,517431,26,0.002640042
U,452958,298330,1,0.00010154
U,452982,204482,1,0.00010154
U,452990,386105,0,0
U,453025,370910,3,0.00030462
U,453102,158734,4,0.00040616
U,453109,361105,0,0
B6376,453146,395107,5,0.0005077
U,453187,344778,7,0.000710781
B4016,453190,192584,2,0.00020308
C,453224,273874,3,0.00030462
U,453239,397283,2,0.00020308
U,453299,340254,1,0.00010154
U,453306,185656,0,0
U,453314,520319,0,0
U,453393,191088,0,0
U,453694,524291,22,0.002233882
U,453707,340038,0,0
C,453762,343894,44,0.004467764
U,453893,399160,1,0.00010154
U,453904,519601,0,0
C,453962,287130,1,0.00010154
B6032,454073,363082,19,0.001929262
U,454272,364751,0,0
U,454333,374734,0,0
B6376,454344,399977,31,0.003147743
B4030,454400,223449,39,0.003960063
U,454402,345505,0,0
B6004,454489,343189,28,0.002843122
B1257,454496,507088,25,0.002538502
U,454673,204022,0,0
U,454684,306720,0,0
C,454724,193842,11,0.001116941
U,454803,338341,1,0.00010154
B1380,454874,518472,5,0.0005077
U,454897,362906,0,0
U,455015,295255,0,0
U,455156,401027,0,0
U,455158,344642,0,0
U,455221,202911,0,0
U,455320,346096,0,0
U,455358,358887,0,0
C,455437,308921,5,0.0005077
U,455478,362240,1,0.00010154
U,455517,203135,0,0
U,455643,510407,0,0
C,455660,296925,0,0
U,455919,216936,0,0
U,455974,404481,0,0
U,456338,361995,0,0
U,456370,345851,0,0
U,456400,106034,4,0.00040616
C,456402,342749,24,0.002436962
U,456537,100692,3,0.00030462
U,456550,345059,0,0
B3334,456680,102742,15,0.001523101
U,456719,299637,1,0.00010154
U,456802,307139,4,0.00040616
U,456820,450466,0,0
C,456891,134289,1,0.00010154
U,456921,299972,6,0.00060924
U,457071,447446,0,0
U,457143,334526,0,0
U,457278,344160,2,0.00020308
C,457318,244613,2,0.00020308
B3047,457345,132140,12,0.001218481
B6041,457375,381490,20,0.002030802
U,457512,306324,0,0
B3047,457567,132294,27,0.002741582
U,457635,104924,0,0
B680,457638,333033,10,0.001015401
U,457656,223789,4,0.00040616
U,457675,339936,2,0.00020308
U,457704,304668,0,0
U,457718,341058,0,0
U,457801,313970,0,0
U,457834,132138,0,0
U,457835,317936,0,0
U,457868,342391,2,0.00020308
U,457880,306109,0,0
U,457882,451150,0,0
C,457912,326459,2,0.00020308
B4027,458089,208484,9,0.000913861
U,458212,523332,0,0
U,458272,387281,0,0
B4100,458298,222688,9,0.000913861
U,458336,83049,0,0
C,458339,205053,4,0.00040616
B5366,458368,300877,18,0.001827721
B3400,458410,151497,22,0.002233882
C,458671,506669,0,0
U,458780,343318,2,0.00020308
B676,458852,321164,28,0.002843122
B686,458881,340541,20,0.002030802
U,458991,339456,0,0
U,459077,300702,2,0.00020308
U,459180,453876,0,0
U,459273,305077,0,0
U,459288,242754,0,0
C,459401,157640,5,0.0005077
U,459417,297922,4,0.00040616
U,459417,455268,32,0.003249283
B1363,459467,457112,16,0.001624641
C,459479,86432,0,0
C,459502,177092,1,0.00010154
U,459503,105667,0,0
C,459754,123794,0,0
U,459998,160990,0,0
B6034,460043,375113,6,0.00060924
U,460097,305988,0,0
B582,460113,298718,18,0.001827721
U,460144,402338,0,0
C,460161,303557,14,0.001421561
U,460344,228883,0,0
U,460423,149644,0,0
U,460445,303534,3,0.00030462
C,460449,140103,3,0.00030462
U,460628,189354,0,0
C,460669,402441,2,0.00020308
C,460683,307216,8,0.000812321
U,460892,405899,1,0.00010154
U,461092,397984,1,0.00010154
B6463,461114,392855,20,0.002030802
B6416,461120,305216,20,0.002030802
U,461175,303061,0,0
U,461387,342836,2,0.00020308
C,461390,150368,11,0.001116941
U,461410,297810,0,0
U,461589,104677,0,0
C,461773,270641,3,0.00030462
U,461917,304479,3,0.00030462
U,462073,407518,0,0
U,462445,304230,0,0
U,462448,520827,0,0
C,462578,192325,1,0.00010154
C,462635,352268,0,0
U,462680,452682,1,0.00010154
U,462690,304716,2,0.00020308
C,462810,328925,0,0
U,462819,451369,4,0.00040616
C,462835,272030,0,0
C,462957,244146,0,0
U,463008,151743,1,0.00010154
U,463109,404277,0,0
U,463234,342669,0,0
U,464103,102814,0,0
U,464104,305228,0,0
U,464115,337231,15,0.001523101
U,464212,99848,2,0.00020308
U,464298,134200,0,0
U,464454,449823,0,0
U,464468,98811,1,0.00010154
U,464477,344193,0,0
U,464565,100097,2,0.00020308
C,464587,165187,3,0.00030462
U,464660,339781,0,0
U,464898,400918,0,0
U,464964,346716,2,0.00020308
C,465037,223275,0,0
U,465099,101574,2,0.00020308
U,465525,172766,2,0.00020308
U,465572,348436,0,0
C,465588,214686,7,0.000710781
U,465990,519221,6,0.00060924
C,466195,300276,1,0.00010154
U,466272,518306,0,0
C,466278,135839,2,0.00020308
U,466347,485435,2,0.00020308
C,466389,183551,0,0
U,466431,105971,0,0
U,466565,99837,1,0.00010154
U,466927,152150,0,0
U,467115,105509,2,0.00020308
U,467344,515406,0,0
C,467377,488395,2,0.00020308
C,467455,408684,2,0.00020308
U,467487,515106,0,0
C,467535,357310,14,0.001421561
U,467787,99969,3,0.00030462
U,467956,370525,0,0
U,468075,174383,1,0.00010154
U,468111,109968,2,0.00020308
B6045,468519,388903,7,0.000710781
U,468558,105379,1,0.00010154
C,468606,419726,0,0
U,468659,480288,0,0
U,468817,173222,0,0
U,468875,153362,0,0
U,469032,519434,0,0
C,469152,170119,0,0
U,469159,110030,0,0
C,469278,204490,0,0
U,469434,112286,0,0
U,469438,349227,0,0
C,469647,143853,18,0.001827721
U,469673,430330,25,0.002538502
U,469738,177610,2,0.00020308
U,469763,175849,0,0
U,469813,381727,1,0.00010154
C,470452,116665,8,0.000812321
U,470877,174243,3,0.00030462
U,470905,261713,8,0.000812321
C,470945,99031,2,0.00020308
C,471049,509756,9,0.000913861
U,471365,139170,0,0
U,471484,381031,0,0
U,471596,99352,0,0
C,471732,236535,0,0
B480,471739,190194,3,0.00030462
U,471991,106114,0,0
U,472014,261107,0,0
C,472100,360349,0,0
B1164,472163,373416,12,0.001218481
U,472196,174680,2,0.00020308
B3349,472279,147447,23,0.002335422
C,472311,113018,0,0
U,472345,495996,0,0
B3345,472374,174772,5,0.0005077
B6047,472377,309613,4,0.00040616
C,472386,126394,0,0
U,473037,168203,7,0.000710781
U,473230,258528,0,0
B3004,473748,138540,42,0.004264683
U,473958,133786,6,0.00060924
B3006,474034,134437,3,0.00030462
U,474175,173688,11,0.001116941
C,474196,441340,2,0.00020308
U,474230,98555,3,0.00030462
U,474332,257586,2,0.00020308
B1403,474401,391268,16,0.001624641
B480,474532,184533,2,0.00020308
U,474633,105994,0,0
U,474682,107008,2,0.00020308
U,475008,105626,0,0
C,475030,451823,1,0.00010154
B1396,475038,399532,12,0.001218481
U,475181,423825,2,0.00020308
C,475270,281175,1,0.00010154
U,475387,320415,1,0.00010154
U,475395,491312,0,0
C,475441,227863,0,0
U,475747,124357,0,0
B2199,475940,124136,15,0.001523101
U,476381,260789,0,0
U,476463,156961,0,0
U,476748,255191,2,0.00020308
U,476921,174214,0,0
U,477109,130772,0,0
C,477595,202071,3,0.00030462
B676,477669,319292,19,0.001929262
C,477724,122316,0,0
U,478255,314643,0,0
B4032,478473,227841,4,0.00040616
C,478624,286282,0,0
U,478728,150315,1,0.00010154
U,478748,198772,0,0
U,478759,264008,1,0.00010154
B3016,478768,159231,9,0.000913861
C,479065,261425,4,0.00040616
U,479122,262525,0,0
B3016,479268,160250,0,0
U,479289,352027,0,0
C,479446,314475,2,0.00020308
C,479494,470682,10,0.001015401
U,479512,213961,1,0.00010154
C,479522,113860,0,0
U,479563,166039,3,0.00030462
B3016,479582,160793,1,0.00010154
B3349,479680,167947,12,0.001218481
U,479719,173953,0,0
C,479800,295463,0,0
U,479815,214871,1,0.00010154
B664,479941,292951,5,0.0005077
U,480043,214245,4,0.00040616
C,480046,246746,2,0.00020308
C,480067,152468,9,0.000913861
U,480180,255227,0,0
U,480490,213174,0,0
U,480581,264061,0,0
U,480693,204822,0,0
B3024,480712,176328,2,0.00020308
C,480850,212793,12,0.001218481
U,480880,167904,0,0
B669,480885,287976,4,0.00040616
B2146,480999,106698,5,0.0005077
C,481213,262517,3,0.00030462
U,481240,154198,1,0.00010154
U,481378,105128,1,0.00010154
U,481466,437599,0,0
U,481497,152150,2,0.00020308
U,481517,357028,0,0
C,482030,255323,0,0
U,482175,155688,5,0.0005077
C,482212,214107,10,0.001015401
B2178,482222,107476,15,0.001523101
U,482270,212424,0,0
C,482273,232583,24,0.002436962
B1433,482528,390492,26,0.002640042
C,482597,160427,2,0.00020308
U,482739,239279,18,0.001827721
U,482818,388649,3,0.00030462
U,483123,371668,0,0
U,483451,115157,0,0
B2141,483506,111600,6,0.00060924
U,483510,472285,14,0.001421561
U,483776,240149,0,0
C,483923,294900,1,0.00010154
U,484095,365065,1,0.00010154
U,484259,234348,0,0
U,484269,482696,2,0.00020308
U,484321,239334,0,0
U,484395,155234,1,0.00010154
U,484441,231299,0,0
B1248,484500,467329,32,0.003249283
C,484726,179509,4,0.00040616
B3001,484817,146530,3,0.00030462
U,484847,209764,6,0.00060924
U,485116,430327,0,0
C,485145,193458,11,0.001116941
U,485285,186595,0,0
B5323,485337,278995,2,0.00020308
U,485391,166455,0,0
B4034,485530,240453,35,0.003553903
U,485596,234833,4,0.00040616
U,485600,234246,0,0
U,485686,150644,0,0
U,485724,92717,2,0.00020308
C,485848,237523,49,0.004975464
C,485910,279764,40,0.004061603
U,485932,178593,0,0
C,486040,183090,4,0.00040616
U,486322,156317,1,0.00010154
U,486634,238293,0,0
B4034,486680,238361,20,0.002030802
U,486699,208242,0,0
U,486799,267852,0,0
C,486804,120091,0,0
U,486845,209652,0,0
U,486848,168646,0,0
B3411,486864,159264,12,0.001218481
C,486877,203218,3,0.00030462
U,486887,207397,14,0.001421561
U,486966,173368,0,0
C,487097,149782,5,0.0005077
U,487214,279581,1,0.00010154
U,487293,239379,2,0.00020308
U,487369,180745,2,0.00020308
U,487404,242817,0,0
C,487406,166390,4,0.00040616
U,487434,149760,3,0.00030462
U,487438,158427,0,0
U,487482,241451,2,0.00020308
U,487561,296950,2,0.00020308
U,487571,239692,15,0.001523101
U,487571,105309,1,0.00010154
C,487654,234482,56,0.005686245
U,487695,133149,2,0.00020308
U,487768,276194,0,0
U,487866,236580,0,0
U,488018,179836,0,0
U,488064,153766,0,0
C,488141,379683,0,0
U,488145,407852,0,0
C,488148,154612,0,0
U,488230,233649,0,0
C,488249,251103,10,0.001015401
U,488331,160745,3,0.00030462
U,488379,251856,0,0
U,488503,192615,0,0
U,488512,169986,3,0.00030462
U,488595,97537,3,0.00030462
U,488727,149060,0,0
B3430,488758,167972,10,0.001015401
U,488925,156592,0,0
B3411,488976,154669,12,0.001218481
U,489048,432598,2,0.00020308
U,489057,161981,2,0.00020308
U,489168,406777,0,0
U,489514,267561,0,0
U,489563,237067,0,0
U,489568,161148,0,0
U,489610,237967,0,0
B3411,489639,151457,7,0.000710781
B1416,489679,504389,2,0.00020308
U,489769,160637,0,0
U,489856,236978,0,0
C,489940,207339,0,0
C,490005,137540,0,0
U,490117,336405,0,0
U,490189,139387,2,0.00020308
U,490410,106522,2,0.00020308
U,490542,259090,1,0.00010154
C,490675,236942,3,0.00030462
U,490675,107080,3,0.00030462
C,491001,99658,14,0.001421561
C,491024,319896,0,0
U,491096,169151,0,0
U,491255,435773,1,0.00010154
B474,491527,193334,14,0.001421561
U,491732,211199,1,0.00010154
B569,491882,264749,9,0.000913861
C,492138,187734,25,0.002538502
U,492640,99255,0,0
U,492645,151639,1,0.00010154
B3034,492766,171485,1,0.00010154
B1246,492844,451806,4,0.00040616
C,493054,382692,0,0
C,493658,248041,0,0
U,493761,305282,1,0.00010154
U,493921,242210,7,0.000710781
B474,494385,190307,38,0.003858523
B2233,494796,105448,17,0.001726181
C,494818,257208,0,0
B3022,494872,175349,28,0.002843122
B1447,494924,505595,2,0.00020308
U,495047,180475,0,0
U,495069,367064,3,0.00030462
U,495232,265718,2,0.00020308
U,495295,143752,1,0.00010154
U,495339,181125,8,0.000812321
C,495387,184106,0,0
C,495533,475725,1,0.00010154
U,495567,176409,4,0.00040616
U,495704,272341,1,0.00010154
U,495755,99799,3,0.00030462
C,496100,106532,2,0.00020308
B1230,496257,435707,19,0.001929262
U,496322,182085,0,0
U,496402,152543,0,0
B3027,496670,180106,5,0.0005077
U,496776,202753,0,0
U,497069,369053,2,0.00020308
C,497229,348555,4,0.00040616
U,497416,158409,0,0
B6403,497491,341359,26,0.002640042
B2132,497646,102300,4,0.00040616
U,497978,151666,1,0.00010154
U,498105,184405,5,0.0005077
C,498211,466628,2,0.00020308
C,498230,174783,1,0.00010154
C,498516,105868,1,0.00010154
C,498676,152953,23,0.002335422
U,498693,152182,0,0
U,498771,158538,4,0.00040616
C,498797,419212,0,0
C,498872,159232,5,0.0005077
U,498947,152133,2,0.00020308
U,498969,357655,5,0.0005077
U,499009,322801,2,0.00020308
U,499107,148448,4,0.00040616
U,499169,171116,0,0
U,499217,150347,12,0.001218481
U,499370,290160,2,0.00020308
U,499432,166800,2,0.00020308
U,499461,176685,0,0
C,499491,379605,3,0.00030462
C,499491,233266,4,0.00040616
U,499541,193535,2,0.00020308
B2130,500019,139621,4,0.00040616
U,500058,152487,27,0.002741582
C,500338,278460,15,0.001523101
U,500559,159642,0,0
U,500654,101797,1,0.00010154
C,500833,158136,3,0.00030462
B380,500876,156962,18,0.001827721
C,500956,444380,0,0
U,501052,304420,0,0
U,501075,457955,2,0.00020308
U,501132,134830,0,0
U,501206,338998,1,0.00010154
U,501215,223636,4,0.00040616
U,501357,490593,0,0
U,501381,220877,0,0
U,501396,150956,0,0
B2128,501607,145203,17,0.001726181
U,501656,413688,0,0
C,501677,375230,3,0.00030462
U,501732,457737,0,0
B1204,501821,412724,1,0.00010154
C,501977,260062,0,0
B470,501990,180771,14,0.001421561
C,502316,382483,0,0
B1218,502401,418347,6,0.00060924
B3376,502494,170815,17,0.001726181
C,502541,121747,1,0.00010154
U,502641,456775,1,0.00010154
U,502744,160489,0,0
U,502801,232820,2,0.00020308
U,502887,235639,1,0.00010154
U,502943,164794,0,0
U,502964,440715,1,0.00010154
U,503170,405190,0,0
U,503261,206856,0,0
U,503311,179276,0,0
C,503404,237577,8,0.000812321
U,503509,248544,4,0.00040616
C,503696,334885,2,0.00020308
C,503750,336057,0,0
U,503834,181002,66,0.006701645
U,503883,288284,4,0.00040616
U,503924,186589,0,0
B367,503952,158595,2,0.00020308
U,503952,169985,2,0.00020308
C,503962,288429,5,0.0005077
C,503967,472989,10,0.001015401
B1191,504069,353924,9,0.000913861
B2130,504072,139131,23,0.002335422
B530,504116,247088,25,0.002538502
C,504164,224128,3,0.00030462
U,504247,186277,2,0.00020308
U,504290,223915,0,0
C,504529,227740,0,0
B531,504549,248958,12,0.001218481
B2128,504686,139795,22,0.002233882
U,504949,161485,0,0
U,505041,168803,2,0.00020308
U,505061,164225,1,0.00010154
U,505154,426916,0,0
U,505161,144775,0,0
B385,505214,162680,19,0.001929262
U,505314,430282,0,0
U,505439,251842,0,0
U,505440,206744,5,0.0005077
C,505462,430876,16,0.001624641
C,505532,484503,6,0.00060924
U,505543,224214,0,0
U,505543,190855,0,0
U,505633,429636,0,0
C,505650,430280,13,0.001320021
B2187,505653,103093,5,0.0005077
B467,505657,184976,0,0
U,505661,483054,0,0
C,505686,248585,2,0.00020308
U,505709,428849,2,0.00020308
U,505751,184141,0,0
U,505759,164329,0,0
B2133,505961,127551,9,0.000913861
U,506135,194572,1,0.00010154
U,506202,207042,1,0.00010154
U,506231,432678,0,0
U,506645,160618,0,0
C,506648,258458,5,0.0005077
U,506650,248535,1,0.00010154
C,506651,415222,2,0.00020308
C,506686,213684,0,0
U,506747,296266,0,0
C,507042,115686,7,0.000710781
C,507075,176842,173,0.017566434
U,507076,222141,12,0.001218481
U,507232,433872,0,0
U,507252,222269,2,0.00020308
U,507345,243782,0,0
U,507349,195931,0,0
U,507405,204743,2,0.00020308
C,507508,465565,2,0.00020308
U,507574,432552,0,0
U,507610,428700,13,0.001320021
